Participant_ID,L1_L2,area,time_period,channel,stress,match,amplitude
stress10,L2,F0,136_280,F4,unstressed,match,-5.826917
stress10,L2,F0,136_280,F8,stressed,mismatch,-3.295334
stress10,L2,F0,136_280,F8,stressed,match,0.020318
stress10,L2,F0,136_280,F8,unstressed,mismatch,8.576841
stress10,L2,F0,136_280,F8,unstressed,match,-10.48365
stress10,L2,F0,136_280,Fp2,stressed,mismatch,-3.215263
stress10,L2,F0,136_280,Fp2,stressed,match,-10.481106
stress10,L2,F0,136_280,Fp2,unstressed,mismatch,2.96569
stress10,L2,F0,136_280,Fp2,unstressed,match,-8.548083
stress10,L2,F0,136_280,Audio,stressed,mismatch,991.672119
stress10,L2,F0,136_280,Audio,stressed,match,-676.151855
stress10,L2,F0,136_280,Audio,unstressed,mismatch,1554.455444
stress10,L2,F0,136_280,Audio,unstressed,match,-190.692917
stress10,L2,F0,136_280,Fz,stressed,mismatch,-2.669263
stress10,L2,F0,136_280,Fz,stressed,match,-4.321604
stress10,L2,F0,136_280,Fz,unstressed,mismatch,-0.800322
stress10,L2,F0,136_280,Fz,unstressed,match,-3.611797
stress11,L2,F0,136_280,Fp1,stressed,mismatch,-7.209719
stress11,L2,F0,136_280,Fp1,stressed,match,0.431455
stress11,L2,F0,136_280,Fp1,unstressed,mismatch,-6.123008
stress11,L2,F0,136_280,Fp1,unstressed,match,-10.854908
stress11,L2,F0,136_280,F3,stressed,mismatch,-8.345563
stress11,L2,F0,136_280,F3,stressed,match,0.412204
stress11,L2,F0,136_280,F3,unstressed,mismatch,0.935056
stress11,L2,F0,136_280,F3,unstressed,match,-6.461031
stress11,L2,F0,136_280,F7,stressed,mismatch,-23.599031
stress11,L2,F0,136_280,F7,stressed,match,-10.344409
stress11,L2,F0,136_280,F7,unstressed,mismatch,-4.900907
stress11,L2,F0,136_280,F7,unstressed,match,-12.701107
stress11,L2,F0,136_280,FT9,stressed,mismatch,-18.11598
stress11,L2,F0,136_280,FT9,stressed,match,-8.782772
stress11,L2,F0,136_280,FT9,unstressed,mismatch,-0.584951
stress11,L2,F0,136_280,FT9,unstressed,match,-4.694685
stress11,L2,F0,136_280,FC5,stressed,mismatch,-10.084723
stress11,L2,F0,136_280,FC5,stressed,match,-1.412545
stress11,L2,F0,136_280,FC5,unstressed,mismatch,-0.277975
stress11,L2,F0,136_280,FC5,unstressed,match,-4.481384
stress11,L2,F0,136_280,FC1,stressed,mismatch,-3.144057
stress11,L2,F0,136_280,FC1,stressed,match,2.170077
stress11,L2,F0,136_280,FC1,unstressed,mismatch,0.24972
stress11,L2,F0,136_280,FC1,unstressed,match,-3.322435
stress11,L2,F0,136_280,C3,stressed,mismatch,-2.640738
stress11,L2,F0,136_280,C3,stressed,match,1.13664
stress11,L2,F0,136_280,C3,unstressed,mismatch,-0.594958
stress11,L2,F0,136_280,C3,unstressed,match,-2.507224
stress11,L2,F0,136_280,T7,stressed,mismatch,-11.841413
stress11,L2,F0,136_280,T7,stressed,match,-4.367686
stress11,L2,F0,136_280,T7,unstressed,mismatch,-1.602458
stress11,L2,F0,136_280,T7,unstressed,match,-2.34399
stress11,L2,F0,136_280,TP9,stressed,mismatch,-7.627334
stress11,L2,F0,136_280,TP9,stressed,match,-8.816301
stress11,L2,F0,136_280,TP9,unstressed,mismatch,1.806863
stress11,L2,F0,136_280,TP9,unstressed,match,0.623948
stress11,L2,F0,136_280,CP5,stressed,mismatch,-3.703307
stress11,L2,F0,136_280,CP5,stressed,match,0.353364
stress11,L2,F0,136_280,CP5,unstressed,mismatch,0.15495
stress11,L2,F0,136_280,CP5,unstressed,match,-0.168596
stress11,L2,F0,136_280,CP1,stressed,mismatch,-0.562734
stress11,L2,F0,136_280,CP1,stressed,match,2.278722
stress11,L2,F0,136_280,CP1,unstressed,mismatch,-1.728288
stress11,L2,F0,136_280,CP1,unstressed,match,-2.790577
stress11,L2,F0,136_280,Pz,stressed,mismatch,-1.215381
stress11,L2,F0,136_280,Pz,stressed,match,1.82169
stress11,L2,F0,136_280,Pz,unstressed,mismatch,-1.033227
stress11,L2,F0,136_280,Pz,unstressed,match,-4.602106
