Participant_ID,L1_L2,area,time_period,channel,stress,match,amplitude
stress11,L2,suffix,235_415,FT9,stressed,mismatch,-11.561697
stress11,L2,suffix,235_415,FT9,stressed,match,-11.58383
stress11,L2,suffix,235_415,FT9,unstressed,mismatch,-1.049729
stress11,L2,suffix,235_415,FT9,unstressed,match,0.002226
stress11,L2,suffix,235_415,FC5,stressed,mismatch,-4.44467
stress11,L2,suffix,235_415,FC5,stressed,match,-7.348065
stress11,L2,suffix,235_415,FC5,unstressed,mismatch,1.457599
stress11,L2,suffix,235_415,FC5,unstressed,match,-1.499939
stress11,L2,suffix,235_415,FC1,stressed,mismatch,1.016249
stress11,L2,suffix,235_415,FC1,stressed,match,-0.581794
stress11,L2,suffix,235_415,FC1,unstressed,mismatch,0.823052
stress11,L2,suffix,235_415,FC1,unstressed,match,-0.059133
stress11,L2,suffix,235_415,C3,stressed,mismatch,-1.007351
stress11,L2,suffix,235_415,C3,stressed,match,-1.950215
stress11,L2,suffix,235_415,C3,unstressed,mismatch,0.774601
stress11,L2,suffix,235_415,C3,unstressed,match,0.693535
stress11,L2,suffix,235_415,T7,stressed,mismatch,-6.173317
stress11,L2,suffix,235_415,T7,stressed,match,-7.455749
stress11,L2,suffix,235_415,T7,unstressed,mismatch,-2.4565
stress11,L2,suffix,235_415,T7,unstressed,match,-2.189881
