"Participant_ID","L1_L2","Fp1-Average_F0_stressed_mismatch","Fp1-Average_F0_stressed_match","Fp1-Average_F0_unstressed_mismatch","Fp1-Average_F0_unstressed_match","F3-Average_F0_stressed_mismatch","F3-Average_F0_stressed_match","F3-Average_F0_unstressed_mismatch","F3-Average_F0_unstressed_match","F7-Average_F0_stressed_mismatch","F7-Average_F0_stressed_match","F7-Average_F0_unstressed_mismatch","F7-Average_F0_unstressed_match","FT9-Average_F0_stressed_mismatch","FT9-Average_F0_stressed_match","FT9-Average_F0_unstressed_mismatch","FT9-Average_F0_unstressed_match","FC5-Average_F0_stressed_mismatch","FC5-Average_F0_stressed_match","FC5-Average_F0_unstressed_mismatch","FC5-Average_F0_unstressed_match","FC1-Average_F0_stressed_mismatch","FC1-Average_F0_stressed_match","FC1-Average_F0_unstressed_mismatch","FC1-Average_F0_unstressed_match","C3-Average_F0_stressed_mismatch","C3-Average_F0_stressed_match","C3-Average_F0_unstressed_mismatch","C3-Average_F0_unstressed_match","T7-Average_F0_stressed_mismatch","T7-Average_F0_stressed_match","T7-Average_F0_unstressed_mismatch","T7-Average_F0_unstressed_match","TP9-Average_F0_stressed_mismatch","TP9-Average_F0_stressed_match","TP9-Average_F0_unstressed_mismatch","TP9-Average_F0_unstressed_match","CP5-Average_F0_stressed_mismatch","CP5-Average_F0_stressed_match","CP5-Average_F0_unstressed_mismatch","CP5-Average_F0_unstressed_match","CP1-Average_F0_stressed_mismatch","CP1-Average_F0_stressed_match","CP1-Average_F0_unstressed_mismatch","CP1-Average_F0_unstressed_match","Pz-Average_F0_stressed_mismatch","Pz-Average_F0_stressed_match","Pz-Average_F0_unstressed_mismatch","Pz-Average_F0_unstressed_match","P3-Average_F0_stressed_mismatch","P3-Average_F0_stressed_match","P3-Average_F0_unstressed_mismatch","P3-Average_F0_unstressed_match","P7-Average_F0_stressed_mismatch","P7-Average_F0_stressed_match","P7-Average_F0_unstressed_mismatch","P7-Average_F0_unstressed_match","O1-Average_F0_stressed_mismatch","O1-Average_F0_stressed_match","O1-Average_F0_unstressed_mismatch","O1-Average_F0_unstressed_match","Oz-Average_F0_stressed_mismatch","Oz-Average_F0_stressed_match","Oz-Average_F0_unstressed_mismatch","Oz-Average_F0_unstressed_match","O2-Average_F0_stressed_mismatch","O2-Average_F0_stressed_match","O2-Average_F0_unstressed_mismatch","O2-Average_F0_unstressed_match","P4-Average_F0_stressed_mismatch","P4-Average_F0_stressed_match","P4-Average_F0_unstressed_mismatch","P4-Average_F0_unstressed_match","P8-Average_F0_stressed_mismatch","P8-Average_F0_stressed_match","P8-Average_F0_unstressed_mismatch","P8-Average_F0_unstressed_match","TP10-Average_F0_stressed_mismatch","TP10-Average_F0_stressed_match","TP10-Average_F0_unstressed_mismatch","TP10-Average_F0_unstressed_match","CP6-Average_F0_stressed_mismatch","CP6-Average_F0_stressed_match","CP6-Average_F0_unstressed_mismatch","CP6-Average_F0_unstressed_match","CP2-Average_F0_stressed_mismatch","CP2-Average_F0_stressed_match","CP2-Average_F0_unstressed_mismatch","CP2-Average_F0_unstressed_match","Cz-Average_F0_stressed_mismatch","Cz-Average_F0_stressed_match","Cz-Average_F0_unstressed_mismatch","Cz-Average_F0_unstressed_match","C4-Average_F0_stressed_mismatch","C4-Average_F0_stressed_match","C4-Average_F0_unstressed_mismatch","C4-Average_F0_unstressed_match","T8-Average_F0_stressed_mismatch","T8-Average_F0_stressed_match","T8-Average_F0_unstressed_mismatch","T8-Average_F0_unstressed_match","FT10-Average_F0_stressed_mismatch","FT10-Average_F0_stressed_match","FT10-Average_F0_unstressed_mismatch","FT10-Average_F0_unstressed_match","FC6-Average_F0_stressed_mismatch","FC6-Average_F0_stressed_match","FC6-Average_F0_unstressed_mismatch","FC6-Average_F0_unstressed_match","FC2-Average_F0_stressed_mismatch","FC2-Average_F0_stressed_match","FC2-Average_F0_unstressed_mismatch","FC2-Average_F0_unstressed_match","F4-Average_F0_stressed_mismatch","F4-Average_F0_stressed_match","F4-Average_F0_unstressed_mismatch","F4-Average_F0_unstressed_match","F8-Average_F0_stressed_mismatch","F8-Average_F0_stressed_match","F8-Average_F0_unstressed_mismatch","F8-Average_F0_unstressed_match","Fp2-Average_F0_stressed_mismatch","Fp2-Average_F0_stressed_match","Fp2-Average_F0_unstressed_mismatch","Fp2-Average_F0_unstressed_match","Audio-Average_F0_stressed_mismatch","Audio-Average_F0_stressed_match","Audio-Average_F0_unstressed_mismatch","Audio-Average_F0_unstressed_match","Fz-Average_F0_stressed_mismatch","Fz-Average_F0_stressed_match","Fz-Average_F0_unstressed_mismatch","Fz-Average_F0_unstressed_match"
"stress20","L2",-18.655058,-12.306737,-2.630055,-8.690288,-4.307809,-4.490563,-2.524308,-1.8601,2.79359,-6.94121,0.001186,-1.899213,5.832471,-2.991028,-0.213332,1.191917,0.868583,-3.524012,-1.642483,-0.097414,-2.7662,-1.654207,-2.616458,-1.694433,-2.102757,-0.720208,-1.74099,-0.710968,2.167419,-1.194267,-0.151734,0.015308,8.958192,0.942435,3.951269,3.661099,-0.185752,0.458959,0.362634,-0.083441,-3.440975,0.407066,-1.645871,-0.926114,-3.249099,1.80793,-1.257577,-1.262931,-2.144032,2.012993,0.768666,-0.668668,0.716167,-0.069461,3.322337,-0.152182,-1.221368,2.830051,3.021369,-0.785798,-1.176732,3.016853,1.64054,-0.712352,-1.100568,2.441295,1.543069,-0.155425,-2.425017,2.570661,-0.501908,-0.613657,-0.849398,1.268379,2.42547,0.112579,7.163508,3.199924,4.141829,2.510305,-2.007179,2.043914,-0.398168,-0.577558,-4.601676,1.43468,-1.775165,-1.25957,-4.082662,0.601439,-3.307909,-1.324208,-3.899429,1.167831,-1.484466,-1.60748,-0.794489,1.698237,-0.230512,-1.606454,1.488866,2.219054,-0.664423,-0.198953,-4.113748,0.416852,-2.445245,-2.68536,-4.015483,0.048674,-2.599711,-1.086174,-6.119402,-0.746123,-2.935883,-2.970851,-6.047958,1.540474,-3.651931,-2.820374,-16.742292,-7.812803,-3.297647,-6.560805,951.971008,-620.4328,1024.982056,-154.960327,-5.373899,-1.380787,-2.697698,-2.057134
"stress21","L2",-1.172646,-0.096271,-0.84898,-1.689252,-0.525576,-0.305975,-1.560444,-1.342535,0.157282,0.746606,0.890817,-2.247949,-0.024899,-0.162096,-0.370158,0.17873,-3.889422,-0.57414,0.254816,-0.648282,-0.072968,0.98243,-2.394229,-1.711808,0.683018,1.879259,-1.100525,-1.379232,-3.903706,0.006255,-0.00893,-0.553371,0.540525,0.16193,3.493809,2.52791,0.275179,0.782793,-0.887218,-1.33001,-0.445442,2.567615,-2.263236,-2.655484,-0.032222,3.511322,-0.982487,-1.546281,-0.044557,3.240907,-0.700904,-1.181452,0.240457,1.757108,0.164156,0.100548,0.101975,3.736781,0.271819,0.222139,0.746716,3.774194,1.116449,0.896525,0.330721,3.419401,1.048322,0.272011,-0.859513,2.97159,-0.012669,-0.896492,-0.500245,1.929617,1.136522,-0.373228,1.46304,1.254099,3.694623,2.105499,-1.0903,1.634645,0.357405,-1.481963,-0.822935,2.288411,-1.767488,-2.391261,-1.975196,1.64483,-1.873418,-3.379213,-0.980212,1.134461,-1.067022,-1.927072,-0.78581,1.264577,1.190037,-0.758512,-0.368994,0.574314,0.976359,-0.828197,-3.200457,-0.024633,-0.013537,-0.976509,-1.980401,0.462425,-2.563699,-2.65468,-1.808066,-1.759647,-1.712872,-0.88331,-1.898517,0.246025,2.476854,-0.605313,-1.861254,-0.632969,1.063476,-1.396622,990.505737,-530.772461,979.843079,-322.571533,-0.667855,-0.472009,-2.396145,-1.54447
"stress22","L2",1.991253,2.970558,2.216169,-6.707373,1.074399,0.540362,-2.975397,-3.960324,1.687939,-1.181217,-0.96225,-1.189531,2.040109,-2.787786,0.096226,1.082941,0.263564,-1.386023,-2.796284,-0.778914,0.283872,0.683304,-5.596919,-3.113155,-0.427223,0.317346,-4.109156,0.219631,0.689857,-2.859061,-1.27405,1.166528,-0.810519,-2.236615,4.166756,4.533116,-1.013788,-1.968506,-2.563001,0.089074,-1.731652,1.32288,-4.125704,-0.003108,-3.351233,1.703492,-2.771136,-0.603897,-1.807823,-0.396828,-3.156691,1.044901,-1.148287,-2.600825,-2.032408,0.886276,-4.115611,0.090628,-0.704933,-1.593932,-4.333144,0.860427,-0.259926,-1.802445,-4.356158,0.606968,0.151339,-2.596151,-2.530184,2.063862,-1.291365,-1.500267,-2.931083,1.411049,1.670225,-2.138536,-3.479024,0.492309,7.118687,3.80993,-0.994013,2.490633,0.120947,-1.402025,-2.059685,1.863227,-3.165719,-0.400288,-1.078482,1.102175,-4.235661,-0.717364,-0.262361,2.232727,-2.647502,-2.074796,-1.195953,2.433809,2.47443,-0.953146,-2.148934,0.595591,3.389352,0.951139,-1.303844,2.402413,0.734368,-1.92438,-0.029383,1.966697,-3.577447,-3.160765,0.250107,2.675376,-1.05394,-3.716004,-1.016832,2.1757,2.744033,-0.60533,1.005551,5.48084,3.033434,-4.256316,716.285583,-771.174622,1032.876465,-201.657516,1.429848,0.581436,-3.761815,-2.781015
"stress23","L2",1.156208,9.953605,-0.029628,-1.485536,0.771084,5.414637,-0.887941,-0.043042,0.259547,12.528722,-1.644571,0.268328,1.739585,8.438826,-2.095644,1.427839,2.672775,5.162594,-2.156347,1.444416,1.748344,3.18573,-1.031283,-1.781716,2.187308,1.619321,-1.092092,-0.032106,1.638028,4.786666,-2.401365,-2.006281,-8.972385,0.019635,2.860763,2.49155,0.925093,2.247453,-4.218002,2.026834,1.973779,-0.83079,-0.225678,-2.590957,4.335666,-2.815487,1.039226,-3.125154,3.591564,-2.014411,0.11836,-1.710947,2.635789,-1.697191,0.726496,1.334912,2.621657,-4.852521,2.482876,-3.750345,3.726324,-4.451763,1.798701,-3.793977,4.116147,-4.654716,2.340771,-4.416332,3.621429,-3.021086,1.504162,-4.44288,1.841263,-5.124519,5.52141,-2.566392,-1.882152,-6.341811,1.936812,0.765421,3.496132,-3.524619,0.645563,-2.005207,4.07672,-1.091937,-0.502208,-3.000656,4.042647,0.986703,-0.506022,-1.492001,2.699136,-1.238329,0.239946,-1.732675,-2.134408,-3.641699,1.240596,-4.423547,3.479433,-9.547924,0.266544,0.935292,1.540233,-4.911768,3.513964,4.709053,1.759408,0.901854,-0.546656,-1.740755,2.424329,1.015565,-2.337799,-1.414372,-0.439713,-10.854659,-0.724887,-2.058877,0.578507,2.067843,2.284028,-3.973724,455.312073,-798.304016,874.849182,-94.547829,3.618179,2.107394,-1.599191,-1.085655
"stress24","L2",4.761906,2.368579,-9.973772,-2.455824,1.615134,1.28071,-3.694422,-1.966703,4.09829,5.642573,-3.256208,-3.500543,1.529836,2.984334,2.505473,0.046276,0.654885,2.773186,-2.398762,-1.178412,-2.868025,-1.332347,-3.355776,0.447574,-1.878189,-0.18622,-4.049877,1.455173,-1.154316,1.848201,-0.419227,0.917663,6.569415,3.804441,4.101497,1.396489,-1.403926,-1.098391,-1.932819,1.665174,-3.511281,-1.719303,-4.678469,1.640138,-3.61085,-4.008804,-4.859029,-0.353784,-2.445246,-2.170819,-2.704398,-0.531835,-0.777856,-1.36838,0.082805,1.122787,-2.385606,-3.647245,-0.664994,-2.036463,-3.165705,-4.016623,-1.346088,-1.177961,-3.765753,-5.607022,-1.98459,-1.059806,-3.940287,-5.883669,-4.886152,0.009048,-2.3907,-6.129602,-2.010358,0.172986,-0.326747,-0.208152,3.649276,0.54667,-3.311072,-6.179097,-4.067746,-0.378478,-4.365412,-3.852926,-5.342206,0.010632,-5.257183,-2.098798,-5.145964,1.74014,-4.361125,-4.137337,-4.003734,-0.279137,-3.960954,-2.716495,-3.189386,-1.521149,-2.671518,0.954163,1.1947,-0.514926,-3.638343,-2.930859,-2.007469,-1.958531,-4.021842,-2.026355,-3.699747,0.357025,-2.288045,-2.605876,-3.002678,-0.169402,-3.049318,0.175459,0.411904,-1.372092,-0.255157,0.489787,-7.895237,-2.933121,756.747437,-679.762634,695.169739,-131.532776,-2.080889,-1.198761,-2.583591,-0.647719
"stress25","L2",-1.634745,0.496132,-2.376707,-0.962976,-0.735736,-1.087135,-1.438644,-0.418281,-0.911597,-0.529741,0.480743,-0.499266,0.482373,-0.188555,1.669597,0.50214,0.165077,0.119157,-1.262832,-0.522093,-1.412473,-0.756383,-2.58082,-2.337162,0.185634,-0.565624,-2.515012,-0.933766,0.55021,0.574393,1.385708,1.803042,2.690799,2.701533,3.242456,3.540702,1.806458,1.329932,-0.86907,-0.125782,-0.804653,-0.83713,-4.20277,-1.277333,-0.476576,-2.089191,-4.189182,-1.267501,1.955135,0.254762,-1.970864,-0.448299,2.448142,1.012082,1.455876,1.832173,-0.114022,-0.286256,-0.196832,1.251775,-0.980628,-0.959239,-1.240127,0.449191,-2.854136,-1.142074,-2.29346,0.260987,-1.099802,-1.941038,-3.489817,-0.486048,-1.608894,-1.349055,-1.821232,-0.829496,0.749642,-0.456835,2.119624,1.819875,-0.762524,-1.137448,-2.516147,-0.712775,-1.07803,-2.567841,-4.825013,-1.565391,-1.283993,-1.831342,-4.590692,-2.572533,-1.582744,-0.725863,-3.146812,-1.300872,-0.378763,-0.588232,-1.261331,-1.371864,-2.039378,0.309833,-0.291957,-1.241887,-1.837657,0.084321,-1.50562,-1.355656,-1.98817,-0.724449,-2.150416,-2.488242,-1.535503,-0.49861,-2.250822,-3.011915,-2.824013,1.024388,-1.006578,-1.420841,-2.029375,0.717398,-3.0244,-2.328259,757.126099,-1023.993835,933.778442,-65.677437,-1.146813,-0.748232,-1.787359,-1.78686
"stress26","L2",-3.133857,-11.252694,3.730335,-9.493787,1.038525,-2.888399,2.551577,-1.053363,-0.656049,-0.114457,2.515407,-5.336214,0.597266,1.032342,2.176814,-2.748729,-0.02121,-0.285975,1.329188,-0.982074,1.663113,-2.159389,1.685666,0.13632,2.286479,0.31181,2.926385,1.164397,0.820112,0.816325,1.222967,0.852186,-1.858475,5.89076,0.318085,-1.352879,1.541003,1.131847,1.064273,-0.898701,1.30668,-0.43516,2.02915,0.571648,-0.195097,-0.622871,2.305677,-1.166507,1.198102,0.151543,1.097596,-1.095053,-0.487615,2.269463,0.069176,-0.252389,-1.810549,1.254484,0.75432,-1.024991,-3.080728,-0.500811,1.860242,-1.195865,-2.026529,0.36831,1.62593,-2.057213,-0.600877,-1.715801,1.279226,-1.736705,-1.226092,0.386946,1.298275,-0.564576,-2.891963,4.718241,-0.199319,-1.08258,0.96781,-1.198921,-0.351066,-1.467909,1.362499,-2.060626,1.144083,-0.794008,1.179706,-1.075194,2.106863,-1.131135,1.047189,-2.534703,0.784462,0.287988,1.765667,-0.249041,-0.402779,2.306207,3.062701,-0.700818,-1.404405,4.424871,3.316781,-2.94876,-0.704741,3.589851,1.347441,-2.608958,0.067381,0.753671,2.357798,-4.474228,-0.801281,4.325175,4.92227,-4.216918,-1.504668,4.538582,2.143981,-9.646857,2.312728,-1.930842,711.890503,-664.490356,689.091003,-261.56955,1.583478,-3.536333,-0.039589,0.81182
"stress27","L2",-18.343678,-12.832439,-34.07156,2.346129,-5.681418,-3.04627,1.73652,11.55502,-8.304941,6.184756,21.88035,26.637102,-0.799939,5.054147,21.517759,15.325071,-4.425581,6.386303,14.737086,14.28229,0.590766,-1.8951,-2.226131,3.666471,0.980647,-0.760475,2.39458,7.677439,-1.260621,3.620623,12.551811,7.934236,0.853909,5.395342,18.438747,4.284195,0.920963,0.469774,4.06988,4.787055,2.360305,-0.321017,-1.443596,1.63423,2.023183,-1.170183,-3.064394,-1.166585,2.320932,-0.240325,0.058537,1.978213,0.584394,0.886063,4.522977,1.673158,1.835394,-0.546164,2.094484,-0.536562,1.439549,-0.459258,1.779508,-0.998241,2.070184,0.01687,-0.256339,-2.783485,2.045744,0.040225,-4.362078,-2.314,2.876111,-0.265535,-2.343372,-3.017545,3.404124,3.82035,8.10682,-2.309904,2.35935,-1.513674,-6.813772,-3.356015,2.031638,-0.862768,-5.967262,-2.382825,2.1052,-1.142907,-5.051979,-2.108505,2.797378,-1.327572,-9.552041,-4.572738,3.087245,-2.390146,-8.969348,-6.301243,4.776846,-5.254021,-11.87792,-11.250989,3.301486,-4.99222,-12.562917,-9.784208,1.254867,-1.881295,-8.514421,-3.838323,-0.430208,-5.127772,-15.122303,-7.018632,4.43282,-10.47445,-24.345997,-17.210783,-14.348433,-8.787642,-31.574144,-0.455754,1498.420776,-174.421768,2478.979248,-552.37323,-1.419342,-3.071898,-8.848523,-0.658098
"stress3","L1",-2.843467,11.056314,-18.115168,-34.582314,-4.37348,3.466223,-7.960753,-13.646888,0.003445,2.569616,-9.781264,-17.208921,2.00861,-0.071881,-2.08437,-2.569887,-2.36289,1.302114,-4.646891,-8.673072,-4.224164,1.841032,-4.609333,-7.422985,-3.528544,2.27571,-3.030273,-3.96149,-0.189559,0.800262,-0.957538,-2.668889,7.659863,-3.22639,8.333298,12.855552,-2.133364,2.827058,-0.796959,-1.156277,-3.040219,2.510981,-2.718579,-0.952695,-1.814379,2.305654,-2.352245,0.984051,-2.621129,2.41764,-0.086039,0.808567,1.482424,2.110385,1.666593,2.893629,3.172032,0.661631,0.967247,6.656204,3.461019,-0.854803,1.452645,6.811278,4.664958,0.344606,1.202232,6.976295,-1.908748,1.02264,-1.597282,2.034183,0.205735,-0.988637,-0.340233,4.089957,4.061633,-4.287178,8.458474,16.534502,-3.723955,-0.242179,-0.951379,1.427273,-2.7232,1.141603,-2.664849,0.555574,-3.018515,0.636454,-3.851367,-2.005573,-2.931928,1.274067,-2.000726,-0.037015,-0.830468,-2.040002,0.998111,4.336743,2.885122,-2.005316,3.950313,8.713996,-1.931966,0.551229,0.080003,0.132742,-2.729897,0.892174,-2.733175,-3.865344,-2.452507,2.670939,-3.499932,-6.632214,0.431473,0.844146,2.279189,5.45577,-4.181567,9.192182,-14.280847,-26.864817,-184.162674,-243.161438,-1177.675537,2020.31604,-3.907164,2.504524,-5.597255,-9.796684
"stress3","L2",-1.300052,1.771444,0.258334,2.54096,-1.207612,1.513222,-0.500367,0.053576,2.021462,2.254995,2.222681,2.537366,3.700111,0.91056,2.450814,3.201883,0.025725,1.708079,-0.110069,1.760467,-2.263478,0.302054,-1.407678,-0.54792,-2.516471,-0.251617,-1.252701,0.419595,2.055811,1.295893,2.343762,2.572374,4.873744,-0.851567,1.180351,4.702147,-0.737894,-0.098307,-0.374319,2.020553,-1.973431,-2.216665,-0.432604,-2.601421,-2.818889,-5.790826,-0.289859,-3.669449,-1.284676,-3.080858,-0.339437,-0.649646,0.666542,-1.270637,-0.068255,1.358341,-0.508756,-3.59429,0.376946,-2.202301,-0.910005,-4.937541,0.09595,-3.659505,-1.976924,-5.36808,-0.418944,-4.747964,-3.116705,-5.527497,-1.72737,-5.297984,-1.44858,-3.651451,-1.463917,-4.979437,2.483707,-1.911808,1.477472,-1.42265,-2.492153,-2.930902,-1.791347,-5.381611,-3.584947,-3.832042,-2.425123,-3.853119,-3.143448,-1.68713,-2.081055,-3.207014,-3.200897,-1.055737,-3.247773,-3.393092,-0.797509,-0.740995,0.241217,-3.510592,1.528549,-0.191529,2.313682,-1.376506,-1.150568,0.221541,0.261642,-3.446907,-2.815496,-0.06418,-2.641945,-4.386805,-2.564387,-0.044477,-1.068413,-2.76261,0.038288,0.494686,1.608313,-2.922837,-1.173088,0.312713,-0.027739,0.33826,-246.525253,-435.187622,-1112.137329,1795.401123,-2.452484,0.921125,-0.885941,-1.093166
"stress4","L1",-3.943997,3.719015,1.028822,-3.060267,-1.781236,2.919154,1.608727,-1.641268,1.384571,1.29868,0.141936,-2.335629,-2.477645,-0.442027,-0.285475,-2.144975,-1.898212,2.392771,-0.285761,-1.617458,-0.805106,1.427087,0.470565,0.694668,-1.530059,0.308414,0.925341,2.712695,-0.893806,-0.985282,0.09908,-0.234743,3.855272,-4.746834,-1.011454,-2.648163,-1.482913,-0.773135,1.502569,-0.166571,-0.215212,-0.446305,1.490308,1.992652,0.926979,-0.654369,1.496507,2.645194,0.915171,-0.217574,1.672869,2.093355,0.488192,0.188964,2.799772,-0.625779,1.388832,-1.991997,2.809286,0.596474,1.420754,-1.999709,2.876158,0.545053,-0.53,-5.056576,0.394835,0.258629,0.11388,0.141542,0.169592,3.633047,-1.136697,0.289434,0.736308,-0.591086,3.739943,-4.694716,-3.661392,-1.5331,0.608087,1.198113,-0.320401,1.439349,0.297255,0.939516,0.497575,3.036889,-0.46097,-0.336724,1.241385,2.017356,-1.775993,1.987414,-0.648115,0.694783,3.964686,0.402487,-2.394225,1.686394,0.901137,-0.713796,-0.670273,-3.152313,-2.335316,1.838803,-0.085928,-2.790195,-0.8992,1.518996,0.747188,1.472831,-3.967825,2.458346,2.791467,-0.216797,-5.97766,5.692759,1.174978,-3.288664,-4.246248,4.861103,0.454508,-5.56327,-229.057236,-440.00705,-1513.268677,2498.147949,-2.531735,3.147187,1.557614,1.393754
"stress4","L2",-2.080266,0.734811,-2.431283,-0.323167,0.996143,0.995503,-2.039856,-3.34871,-0.685205,1.238058,-1.997995,0.220881,-1.884688,-0.814025,-0.557307,3.372853,-0.606621,0.780576,-2.519941,-0.27578,3.247347,1.760462,-4.128829,-4.363885,1.954352,0.636643,-1.330655,-1.857401,-0.451658,-0.937393,-1.221276,1.553666,-2.640202,-4.074758,4.254435,6.251884,1.489095,-0.187884,-1.369915,0.323553,3.105449,0.378543,-0.732369,-3.196234,2.82505,0.176126,1.150524,-3.079051,2.769449,0.575185,-0.25331,-0.962267,-0.257317,-1.74011,-1.337479,1.193567,-0.22287,0.734019,-0.124355,0.827027,0.145343,-0.664445,1.266423,0.420995,0.094652,-0.470958,1.156273,0.168473,2.575458,-0.926185,-0.053443,-2.379444,0.433565,-0.477342,0.466367,-0.646206,-1.324848,-2.430193,3.240794,2.708973,2.400815,-0.701361,0.179843,-3.257833,2.976251,0.25838,0.637258,-4.829912,2.671487,0.295347,-2.196375,-5.086951,2.106598,-0.075181,-1.645499,-5.343182,2.552827,-0.233364,0.816727,-1.467938,0.339983,0.078359,4.370636,0.602861,-0.302581,0.679338,-1.74744,-3.072187,1.589005,2.744031,-2.276825,-4.702559,1.229753,1.39427,-3.278608,-4.061924,-0.074663,1.841598,-2.255551,-1.83786,-1.204449,2.031268,-3.437939,-3.602606,-326.212555,-564.679199,-1325.384399,1557.244263,1.321682,2.168317,-2.498411,-2.986953
"stress5","L2",-1.899635,-12.436283,-13.052992,0.498571,0.420259,1.776777,0.639109,-1.309393,2.893515,2.836235,3.180969,0.334698,2.592487,2.721102,2.748401,-2.784931,2.889614,2.983389,1.481968,0.18657,-0.850276,1.904553,-1.054255,-0.757363,1.742936,3.001228,-1.247053,1.270144,2.395133,3.621007,2.583924,-1.200637,4.887723,-1.387112,3.281438,2.88207,1.375126,2.579255,-0.866444,0.732439,0.151187,0.190911,-5.131281,1.857723,-1.747017,-2.387254,-5.925044,0.620333,0.916562,0.176827,-3.723767,3.696437,1.822951,1.41219,-0.687915,2.404772,0.776081,-2.576449,-3.327434,6.284601,-1.785424,-1.697429,-4.624727,2.927269,-2.254646,-3.414012,-3.907563,1.8101,-3.239763,-3.043097,-4.993739,-1.341298,-3.087459,-2.342479,-2.551472,-0.591999,2.157552,-4.021988,1.809556,0.575991,-3.293899,-1.246805,-3.500689,-2.805293,-2.510505,-2.379403,-4.942204,-1.179077,-1.949852,0.580931,-2.215231,-1.850974,-4.727229,-1.48373,-3.172043,-2.073503,-1.675181,-0.582183,-1.792523,-1.037545,-0.714318,-0.736375,0.341619,0.257567,-3.058425,-0.852256,-2.62921,-2.415728,-3.748906,1.392061,-2.778353,-2.733465,-3.888044,0.638325,-2.279572,-2.849496,-3.342594,-0.759619,-1.527481,-0.811925,-2.838181,1.792544,-3.835858,1.671898,-139.405579,-449.975739,-958.986145,1447.002319,-2.348424,1.803034,-1.696998,-1.152687
"stress6","L2",1.358404,-1.959885,2.5116,0.392479,1.342963,-0.216464,2.098789,1.865843,1.216998,2.155454,0.700004,3.081189,0.546783,2.105956,0.205813,2.326301,1.33502,1.347666,0.913921,2.39187,1.715923,-3.402548,1.99313,-0.417279,1.581157,-0.603566,1.467489,-0.010614,1.782624,2.279562,-0.772745,2.259353,-1.953412,6.389948,-0.39665,-0.947999,1.286007,0.848423,0.666456,-0.15253,0.855378,-4.529746,2.15423,-2.752372,0.289433,-5.935729,2.941515,-3.342795,0.761561,-1.906701,2.472675,-2.660489,-0.62596,1.659046,1.933136,-1.239039,-1.075627,-1.111316,2.779914,-4.833563,-1.218906,-2.252715,2.592633,-4.888746,-0.820634,-4.887119,1.972086,-4.515264,0.797143,-5.63249,1.334475,-3.097061,-0.581316,-1.496496,-0.338202,-1.699744,-2.117947,6.156539,-3.949295,-1.750018,0.980898,-3.656707,-0.878533,-0.833349,0.926195,-6.602829,1.909861,-3.107335,0.695752,-5.372639,2.235062,-2.673014,0.930425,-6.173654,0.341216,-1.758422,0.290135,-1.829901,-2.496831,1.787986,0.777835,-0.931899,-3.265117,2.401688,0.741063,-4.54405,-2.389683,0.953183,1.470807,-5.096332,1.052314,-2.308678,0.839375,-5.554591,-1.340032,-0.582345,0.01016,-4.019135,-3.60623,1.838951,-0.035833,-3.525959,-0.606814,-1.498921,1105.271606,-553.290588,1562.961182,-444.775574,1.35712,-4.182163,1.448648,0.899339
"stress7","L2",4.034978,-3.643173,-4.001539,-8.560162,4.072251,-4.141812,-8.295539,-3.276736,-6.503243,3.544719,-5.823707,4.645834,5.675139,-3.718543,5.158158,-2.818507,-8.714024,6.425622,-14.231873,6.30594,4.017299,-5.047492,-5.781092,-3.58917,5.714953,-6.010862,-8.172336,-4.080267,-10.023163,5.174423,-4.540761,8.770624,-3.838642,11.294779,4.950709,7.707798,2.534688,-2.940371,-5.465598,-0.97498,2.735291,-4.186171,-5.071758,-4.40493,0.900661,-2.827678,-2.115849,-5.204895,0.89354,-2.328595,-3.538626,-3.377792,0.486824,-1.082508,-0.955911,0.021123,0.076877,-1.728568,0.536966,-2.677724,0.754588,-1.503734,-0.376607,-2.675944,-0.258596,-1.847322,0.762808,-3.268717,0.948206,-3.037279,-0.450578,-4.764456,0.272894,-3.416465,1.598814,-3.639736,-7.379411,3.112323,7.625877,4.622073,1.231512,-3.210685,-1.035407,-5.066359,2.259137,-4.48733,-2.544589,-6.372886,2.359931,-5.326665,-2.43196,-4.937308,4.589974,-6.534874,-3.350158,-7.210128,-16.144796,7.122695,-3.832301,4.004426,3.911582,-3.987686,5.33216,-4.68043,-7.595094,3.701562,-8.184852,-1.686888,3.692484,-7.129691,-0.886267,-5.328799,3.583517,-4.801466,-4.266692,-4.92005,-4.163056,2.133768,-3.761863,-0.187728,3.173901,-5.043518,-2.152023,-7.672669,995.352356,-714.865417,1476.961792,-508.592712,3.739353,-4.802369,-4.192198,-4.109957
