sounds,syll,stress_unstress,suffix,present_past,corrAns,trigger_item,trigger_senonset,trigger_verbsonset,trigger_1_F0,trigger_suffix,trigger_2_F0,ID_item,ID_senonset,ID_verbonset,ID_1_F0,ID_suffix,ID_2_F0,ms_senonset,ms_verbonset,ms_1_F0,ms_suffix,ms_2_F0,file_name,sentence,cond,combo,thisN,thisTrialN,thisRepN,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,key_resp_5.keys,item_id,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,key_resp_5.rt,key_resp_5.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experimental_trials.thisRepN,experimental_trials.thisTrialN,experimental_trials.thisN,experimental_trials.thisIndex,thisRow.t,notes,instructions.started,instr.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_practice.started,init_practice.stopped,test_practice.started,test_sound_2.started,key_resp_4.started,polygon.started,serialPort_item_2.started,serialPort_item_2.stopped,test_sound_2.stopped,test_practice.stopped,practice_trials.key_resp_4.keys,practice_trials.key_resp_4.corr,practice_trials.key_resp_4.rt,practice_trials.key_resp_4.duration,takeabreak.started,takeabreak.stopped,practice_trials.key_resp_5.keys,init_trials.started,init_trials.stopped,test.started,test_sound.started,key_resp_2.started,polygon_2.started,serialPort_item.started,serialPort_item.stopped,test_sound.stopped,test.stopped,experimental_trials.key_resp_2.keys,experimental_trials.key_resp_2.corr,experimental_trials.key_resp_2.rt,experimental_trials.key_resp_2.duration,experimental_trials.key_resp_5.keys,text_3.started,key_resp_5.started,experimental_trials.key_resp_5.rt,experimental_trials.key_resp_5.duration,Thanks.started,text_2.started,key_resp_thanks.started,Thanks.stopped,key_resp_thanks.keys,key_resp_thanks.rt,key_resp_thanks.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026951000036206096,0.019766199999139644,0.019766199999139644,2426.873592899996,space,2426.831737399989,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18_L2,001,2025-04-30_09h56.31.350,LangExperimentstress,2024.2.4,59.9221850509196,2025-04-30 09h56.48.484506 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2426.8736869999993,2426.8743438999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18_L2,001,2025-04-30_09h56.31.350,LangExperimentstress,2024.2.4,59.9221850509196,2025-04-30 09h56.48.484506 -0400,
sounds/p3c_saltar.wav,CVC,Unstressed,Match,past,num_2,0.0,0.205513,0.8629519999999999,0.984841,1.219715,1.27,101,30,31,32,33,34,0.005513,0.662952,0.784841,1.019715,1.07,p3c_saltar.wav,p3,c,p3c,0,0,0,right,0,9.333257400008733,None,None,,,,,,,,0,0,0,2,,,,,2426.901865699998,,,,,,,,,,,2426.8902296000015,2426.9047900999985,2426.901865699998,2426.901865699998,0.01590730001043994,0.02837549999821931,2428.9877377999946,2436.2407480999973,right,0,9.333257400008733,None,2436.2448207999987,2436.2449579999957,None,,,,,,,,,,,,,,,,,,,,,,,,,,,18_L2,001,2025-04-30_09h56.31.350,LangExperimentstress,2024.2.4,59.9221850509196,2025-04-30 09h56.48.484506 -0400,
sounds/p1a_saltar.wav,CVC,Stressed,Match,present,num_1,0.0,0.205513,0.8629519999999999,0.984841,1.219715,1.27,101,10,11,12,13,14,0.005513,0.662952,0.784841,1.019715,1.07,p1a_saltar.wav,p1,a,p1a,1,1,0,left,0,3.611236700002337,None,None,,,,,,,,0,1,1,0,,,,,2436.263111299995,,,,,,,,,,,2436.2525980999926,2436.2547418666695,2436.263111299995,2436.263111299995,0.007727799995336682,0.019038300000829622,2438.521241299997,2439.890485600001,left,0,3.611236700002337,None,2439.8947075000033,2439.89479939999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,18_L2,001,2025-04-30_09h56.31.350,LangExperimentstress,2024.2.4,59.9221850509196,2025-04-30 09h56.48.484506 -0400,
sounds/p2b_cortar.wav,CVC,Unstressed,Mismatch,present,num_1,0.0,0.205513,0.8629519999999999,0.984841,1.219715,1.27,101,20,21,22,23,24,0.005513,0.662952,0.784841,1.019715,1.07,p2b_cortar.wav,p2,b,p2b,2,2,0,left,0,2.7292523000069195,None,None,,,,,,,,0,2,2,1,,,,,2439.913464199999,,,,,,,,,,,2439.9032930999965,2439.904708166669,2439.913464199999,2439.913464199999,0.008551899998565204,0.019570800010114908,2442.1876059999922,2442.658491199996,left,0,2.7292523000069195,None,2442.662641799994,2442.662722699999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,18_L2,001,2025-04-30_09h56.31.350,LangExperimentstress,2024.2.4,59.9221850509196,2025-04-30 09h56.48.484506 -0400,
sounds/p4d_cortar.wav,CVC,Stressed,Mismatch,past,num_2,0.0,0.205513,0.8629519999999999,0.984841,1.219715,1.27,101,40,41,42,43,44,0.005513,0.662952,0.784841,1.019715,1.07,p4d_cortar.wav,p4,d,p4d,3,3,0,right,0,4.241131700007827,None,None,,,,,,,,0,3,3,3,,,,,2442.6817904999916,,,,,,,,,,,2442.6709286999976,2442.672789366658,2442.6817904999916,2442.6817904999916,0.008236399997258559,0.02031409999472089,2445.187677099995,2446.940447400004,right,0,4.241131700007827,None,2446.944829,2446.9449158999923,None,,,,,,,,,,,,,,,,,,,,,,,,,,,18_L2,001,2025-04-30_09h56.31.350,LangExperimentstress,2024.2.4,59.9221850509196,2025-04-30 09h56.48.484506 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2446.9451438999968,2446.954661800002,2446.954661800002,2525.3073218999925,space,78.33659099999932,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18_L2,001,2025-04-30_09h56.31.350,LangExperimentstress,2024.2.4,59.9221850509196,2025-04-30 09h56.48.484506 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2525.3074530000013,2525.3082712999894,,,,,,,,,,,,,,,,,,,,,,,,,18_L2,001,2025-04-30_09h56.31.350,LangExperimentstress,2024.2.4,59.9221850509196,2025-04-30 09h56.48.484506 -0400,
sounds/13c_montar.wav,CVC,Unstressed,Match,past,num_2,0.0,0.2,0.8800000000000001,0.98,1.24543012152777,1.2594709201388798,101,30,31,32,33,34,0,0.68,0.78,1.04543012152777,1.05947092013888,13c_montar.wav,,c,,0,0,0,,,,,None,13,right,0,3.079854700001306,None,,,,,,,0,0,0,33,2525.339715599999,,,,,,,,,,,,,,,,,,,,,,,2528.428397399999,2528.4284880999912,,,,2525.329256600002,2525.3380755333283,2525.339715599999,2525.339715599999,0.020975899999029934,0.031989199997042306,2527.638056099997,2528.424420299998,right,0,3.079854700001306,None,None,,,,,,,,,,,,18_L2,001,2025-04-30_09h56.31.350,LangExperimentstress,2024.2.4,59.9221850509196,2025-04-30 09h56.48.484506 -0400,
sounds/19a_marcar.wav,CVC,Stressed,Match,present,num_1,0.0,0.2,0.8400000000000001,0.97,1.245718359375,1.273519140625,101,10,11,12,13,14,0,0.64,0.77,1.045718359375,1.073519140625,19a_marcar.wav,,a,,1,1,0,,,,,None,19,left,0,2.8514787000021897,None,,,,,,,0,1,1,19,2528.447560300003,,,,,,,,,,,,,,,,,,,,,,,2531.3116383000015,2531.3117253999953,,,,2528.4371929999907,2528.4386897666595,2528.447560300003,2528.447560300003,0.008743099999264814,0.020080500005860813,2530.3547389000014,2531.307456399998,left,0,2.8514787000021897,None,None,,,,,,,,,,,,18_L2,001,2025-04-30_09h56.31.350,LangExperimentstress,2024.2.4,59.9221850509196,2025-04-30 09h56.48.484506 -0400,
