sounds,syll,stress_unstress,suffix,present_past,corrAns,trigger_item,trigger_senonset,trigger_verbsonset,trigger_1_F0,trigger_suffix,trigger_2_F0,ID_item,ID_senonset,ID_verbonset,ID_1_F0,ID_suffix,ID_2_F0,ms_senonset,ms_verbonset,ms_1_F0,ms_suffix,ms_2_F0,file_name,sentence,cond,combo,thisN,thisTrialN,thisRepN,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,key_resp_5.keys,item_id,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,key_resp_5.rt,key_resp_5.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experimental_trials.thisRepN,experimental_trials.thisTrialN,experimental_trials.thisN,experimental_trials.thisIndex,thisRow.t,notes,instructions.started,instr.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_practice.started,init_practice.stopped,test_practice.started,test_sound_2.started,key_resp_4.started,polygon.started,serialPort_item_2.started,serialPort_item_2.stopped,test_sound_2.stopped,test_practice.stopped,practice_trials.key_resp_4.keys,practice_trials.key_resp_4.corr,practice_trials.key_resp_4.rt,practice_trials.key_resp_4.duration,takeabreak.started,takeabreak.stopped,practice_trials.key_resp_5.keys,init_trials.started,init_trials.stopped,test.started,test_sound.started,key_resp_2.started,polygon_2.started,serialPort_item.started,serialPort_item.stopped,test_sound.stopped,test.stopped,experimental_trials.key_resp_2.keys,experimental_trials.key_resp_2.corr,experimental_trials.key_resp_2.rt,experimental_trials.key_resp_2.duration,experimental_trials.key_resp_5.keys,text_3.started,key_resp_5.started,experimental_trials.key_resp_5.rt,experimental_trials.key_resp_5.duration,Thanks.started,text_2.started,key_resp_thanks.started,Thanks.stopped,key_resp_thanks.keys,key_resp_thanks.rt,key_resp_thanks.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027451999485492706,0.012866599950939417,0.012866599950939417,3798.0639625000767,space,3798.048646400217,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1_L2,001,2025-04-21_10h08.16.709,LangExperimentstress,2024.2.4,60.251126700440025,2025-04-21 10h09.25.827904 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3798.064015300013,3798.06445960002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1_L2,001,2025-04-21_10h08.16.709,LangExperimentstress,2024.2.4,60.251126700440025,2025-04-21 10h09.25.827904 -0400,
sounds/p1a_saltar.wav,CVC,Stressed,Match,present,num_1,0.0,0.205513,0.8629519999999999,0.984841,1.219715,1.27,101,10,11,12,13,14,0.005513,0.662952,0.784841,1.019715,1.07,p1a_saltar.wav,p1,a,p1a,0,0,0,right,0,3.730770899914205,None,None,,,,,,,,0,0,0,0,,,,,3798.0983072998933,,,,,,,,,,,3798.0862316000275,3798.095717933619,3798.0983072998933,3798.0983072998933,0.0218023001216352,0.03447509976103902,3800.345088500064,3801.8303859001026,right,0,3.730770899914205,None,3801.8318504001945,3801.831886400003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1_L2,001,2025-04-21_10h08.16.709,LangExperimentstress,2024.2.4,60.251126700440025,2025-04-21 10h09.25.827904 -0400,
sounds/p4d_cortar.wav,CVC,Stressed,Mismatch,past,num_2,0.0,0.205513,0.8629519999999999,0.984841,1.219715,1.27,101,40,41,42,43,44,0.005513,0.662952,0.784841,1.019715,1.07,p4d_cortar.wav,p4,d,p4d,1,1,0,right,0,3.213662900030613,None,None,,,,,,,,0,1,1,3,,,,,3801.8554727002047,,,,,,,,,,,3801.8467421000823,3801.8622162334004,3801.8554727002047,3801.8554727002047,0.014865500386804342,0.024043800309300423,3804.379213300068,3805.079888000153,right,0,3.213662900030613,None,3805.08110579988,3805.0811466001906,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1_L2,001,2025-04-21_10h08.16.709,LangExperimentstress,2024.2.4,60.251126700440025,2025-04-21 10h09.25.827904 -0400,
sounds/p3c_saltar.wav,CVC,Unstressed,Match,past,num_2,0.0,0.205513,0.8629519999999999,0.984841,1.219715,1.27,101,30,31,32,33,34,0.005513,0.662952,0.784841,1.019715,1.07,p3c_saltar.wav,p3,c,p3c,2,2,0,right,0,2.4401930002495646,None,None,,,,,,,,0,2,2,2,,,,,3805.1016333000734,,,,,,,,,,,3805.0924292001873,3805.0953465668176,3805.1016333000734,3805.1016333000734,0.011306399945169687,0.02105350000783801,3807.178648999892,3807.547135700006,right,0,2.4401930002495646,None,3807.5483826999553,3807.5484195002355,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1_L2,001,2025-04-21_10h08.16.709,LangExperimentstress,2024.2.4,60.251126700440025,2025-04-21 10h09.25.827904 -0400,
sounds/p2b_cortar.wav,CVC,Unstressed,Mismatch,present,num_1,0.0,0.205513,0.8629519999999999,0.984841,1.219715,1.27,101,20,21,22,23,24,0.005513,0.662952,0.784841,1.019715,1.07,p2b_cortar.wav,p2,b,p2b,3,3,0,right,0,2.930742199998349,None,None,,,,,,,,0,3,3,1,,,,,3807.5713034998626,,,,,,,,,,,3807.560134700034,3807.5624962668558,3807.5713034998626,3807.5713034998626,0.011914299800992012,0.02371099963784218,3809.8302103001624,3810.5167172001675,right,0,2.930742199998349,None,3810.5208463002928,3810.520944800228,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1_L2,001,2025-04-21_10h08.16.709,LangExperimentstress,2024.2.4,60.251126700440025,2025-04-21 10h09.25.827904 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3810.5212309001945,3810.5302647002973,3810.5302647002973,3813.6834717001766,space,3.1393486000597477,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1_L2,001,2025-04-21_10h08.16.709,LangExperimentstress,2024.2.4,60.251126700440025,2025-04-21 10h09.25.827904 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3813.683575999923,3813.6848510000855,,,,,,,,,,,,,,,,,,,,,,,,,1_L2,001,2025-04-21_10h08.16.709,LangExperimentstress,2024.2.4,60.251126700440025,2025-04-21 10h09.25.827904 -0400,
sounds/06d_soplar.wav,CVC,Stressed,Mismatch,past,num_2,0.0,0.2,0.761291666666666,0.8899999999999999,1.102139687590422,1.166665581687644,101,40,41,42,43,44,0,0.561291666666666,0.69,0.902139687590422,0.966665581687644,06d_soplar.wav,,d,,0,0,0,,,,,None,6,left,0,5.434089499991387,None,,,,,,,0,0,0,16,3813.754917500075,,,,,,,,,,,,,,,,,,,,,,,3819.2003135001287,3819.2003477001563,,,,3813.7424973002635,3813.747308266598,3813.754917500075,3813.754917500075,0.05764599982649088,0.07103780005127192,3815.630594499875,3819.1977204000577,left,0,5.434089499991387,None,None,,,,,,,,,,,,1_L2,001,2025-04-21_10h08.16.709,LangExperimentstress,2024.2.4,60.251126700440025,2025-04-21 10h09.25.827904 -0400,
sounds/29a_pesar.wav,CVC,Stressed,Match,present,num_1,0.0,0.2,0.91328417532552,0.925531286730473,1.03,1.150619522602117,101,10,11,12,13,14,0,0.71328417532552,0.725531286730473,0.83,0.950619522602117,29a_pesar.wav,,a,,1,1,0,,,,,None,29,left,0,3.1983345998451114,None,,,,,,,0,1,1,32,3819.2241414003074,,,,,,,,,,,,,,,,,,,,,,,3822.4317171000876,3822.431753099896,,,,3819.21422370011,3819.229605133304,3819.2241414003074,3819.2241414003074,0.01390510005876422,0.02450399985536933,3821.146125700325,3822.4304133001715,left,0,3.1983345998451114,None,None,,,,,,,,,,,,1_L2,001,2025-04-21_10h08.16.709,LangExperimentstress,2024.2.4,60.251126700440025,2025-04-21 10h09.25.827904 -0400,
