sounds,syll,stress_unstress,suffix,present_past,corrAns,trigger_item,trigger_senonset,trigger_verbsonset,trigger_1_F0,trigger_suffix,trigger_2_F0,ID_item,ID_senonset,ID_verbonset,ID_1_F0,ID_suffix,ID_2_F0,ms_senonset,ms_verbonset,ms_1_F0,ms_suffix,ms_2_F0,file_name,sentence,cond,combo,thisN,thisTrialN,thisRepN,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,key_resp_5.keys,item_id,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,key_resp_5.rt,key_resp_5.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experimental_trials.thisRepN,experimental_trials.thisTrialN,experimental_trials.thisN,experimental_trials.thisIndex,thisRow.t,notes,instructions.started,instr.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_practice.started,init_practice.stopped,test_practice.started,test_sound_2.started,key_resp_4.started,polygon.started,serialPort_item_2.started,serialPort_item_2.stopped,test_sound_2.stopped,test_practice.stopped,practice_trials.key_resp_4.keys,practice_trials.key_resp_4.corr,practice_trials.key_resp_4.rt,practice_trials.key_resp_4.duration,takeabreak.started,takeabreak.stopped,practice_trials.key_resp_5.keys,init_trials.started,init_trials.stopped,test.started,test_sound.started,key_resp_2.started,polygon_2.started,serialPort_item.started,serialPort_item.stopped,test_sound.stopped,test.stopped,experimental_trials.key_resp_2.keys,experimental_trials.key_resp_2.corr,experimental_trials.key_resp_2.rt,experimental_trials.key_resp_2.duration,experimental_trials.key_resp_5.keys,text_3.started,key_resp_5.started,experimental_trials.key_resp_5.rt,experimental_trials.key_resp_5.duration,Thanks.started,text_2.started,key_resp_thanks.started,Thanks.stopped,key_resp_thanks.keys,key_resp_thanks.rt,key_resp_thanks.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002860400010831654,0.01682540006004274,0.01682540006004274,8243.982649100013,space,8243.9513668,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_L2,001,2025-04-28_11h59.32.497,LangExperimentstress,2024.2.4,60.04311093242065,2025-04-28 12h00.03.126199 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8243.982760100043,8243.983626500005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_L2,001,2025-04-28_11h59.32.497,LangExperimentstress,2024.2.4,60.04311093242065,2025-04-28 12h00.03.126199 -0400,
sounds/p2b_cortar.wav,CVC,Unstressed,Mismatch,present,num_1,0.0,0.205513,0.8629519999999999,0.984841,1.219715,1.27,101,20,21,22,23,24,0.005513,0.662952,0.784841,1.019715,1.07,p2b_cortar.wav,p2,b,p2b,0,0,0,right,0,6.207250100094825,None,None,,,,,,,,0,0,0,1,,,,,8244.008354000049,,,,,,,,,,,8243.998506600037,8244.013941933408,8244.008354000049,8244.008354000049,0.014892500010319054,0.025423899991437793,8246.280669400003,8250.233467400074,right,0,6.207250100094825,None,8250.236607600003,8250.236693000072,None,,,,,,,,,,,,,,,,,,,,,,,,,,,13_L2,001,2025-04-28_11h59.32.497,LangExperimentstress,2024.2.4,60.04311093242065,2025-04-28 12h00.03.126199 -0400,
sounds/p3c_saltar.wav,CVC,Unstressed,Match,past,num_2,0.0,0.205513,0.8629519999999999,0.984841,1.219715,1.27,101,30,31,32,33,34,0.005513,0.662952,0.784841,1.019715,1.07,p3c_saltar.wav,p3,c,p3c,1,1,0,left,0,6.489452499896288,None,None,,,,,,,,0,1,1,2,,,,,8250.254517800058,,,,,,,,,,,8250.243333999999,8250.247856166741,8250.254517800058,8250.254517800058,0.006677200086414814,0.01873780007008463,8252.347360600019,8256.74985770008,left,0,6.489452499896288,None,8256.752522900002,8256.752591400058,None,,,,,,,,,,,,,,,,,,,,,,,,,,,13_L2,001,2025-04-28_11h59.32.497,LangExperimentstress,2024.2.4,60.04311093242065,2025-04-28 12h00.03.126199 -0400,
sounds/p1a_saltar.wav,CVC,Stressed,Match,present,num_1,0.0,0.205513,0.8629519999999999,0.984841,1.219715,1.27,101,10,11,12,13,14,0.005513,0.662952,0.784841,1.019715,1.07,p1a_saltar.wav,p1,a,p1a,2,2,0,left,0,8.613954699947499,None,None,,,,,,,,0,2,2,0,,,,,8256.769779200084,,,,,,,,,,,8256.758569400059,8256.764171366758,8256.769779200084,8256.769779200084,0.005999900051392615,0.018210000009275973,8259.01469370001,8265.400383700035,left,0,8.613954699947499,None,8265.404154899996,8265.404250500025,None,,,,,,,,,,,,,,,,,,,,,,,,,,,13_L2,001,2025-04-28_11h59.32.497,LangExperimentstress,2024.2.4,60.04311093242065,2025-04-28 12h00.03.126199 -0400,
sounds/p4d_cortar.wav,CVC,Stressed,Mismatch,past,num_2,0.0,0.205513,0.8629519999999999,0.984841,1.219715,1.27,101,40,41,42,43,44,0.005513,0.662952,0.784841,1.019715,1.07,p4d_cortar.wav,p4,d,p4d,3,3,0,right,0,6.761091500055045,None,None,,,,,,,,0,3,3,3,,,,,8265.423224700033,,,,,,,,,,,8265.412520000013,8265.414453966721,8265.423224700033,8265.423224700033,0.008362900000065565,0.019922299892641604,8267.93129930005,8272.20098860003,right,0,6.761091500055045,None,8272.204883700004,8272.204955600086,None,,,,,,,,,,,,,,,,,,,,,,,,,,,13_L2,001,2025-04-28_11h59.32.497,LangExperimentstress,2024.2.4,60.04311093242065,2025-04-28 12h00.03.126199 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8272.205143600004,8272.21483010007,8272.21483010007,8344.152222600067,space,71.92970759992022,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_L2,001,2025-04-28_11h59.32.497,LangExperimentstress,2024.2.4,60.04311093242065,2025-04-28 12h00.03.126199 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8344.152309100027,8344.153219100088,,,,,,,,,,,,,,,,,,,,,,,,,13_L2,001,2025-04-28_11h59.32.497,LangExperimentstress,2024.2.4,60.04311093242065,2025-04-28 12h00.03.126199 -0400,
sounds/01d_salvar.wav,CVC,Stressed,Mismatch,past,num_2,0.0,0.2,0.8500000000000001,0.996069502314814,1.23,1.29,101,40,41,42,43,44,0,0.65,0.796069502314814,1.03,1.09,01d_salvar.wav,,d,,0,0,0,,,,,None,1,right,0,4.963109499891289,None,,,,,,,0,0,0,37,8344.181715900078,,,,,,,,,,,,,,,,,,,,,,,8349.155429100036,8349.155502400012,,,,8344.172107100021,8344.183086033336,8344.181715900078,8344.181715900078,0.018877399968914688,0.029053300037048757,8346.249700300046,8349.15292900009,right,0,4.963109499891289,None,None,,,,,,,,,,,,13_L2,001,2025-04-28_11h59.32.497,LangExperimentstress,2024.2.4,60.04311093242065,2025-04-28 12h00.03.126199 -0400,
sounds/19a_marcar.wav,CVC,Stressed,Match,present,num_1,0.0,0.2,0.8400000000000001,0.97,1.245718359375,1.273519140625,101,10,11,12,13,14,0,0.64,0.77,1.045718359375,1.073519140625,19a_marcar.wav,,a,,1,1,0,,,,,None,19,left,0,4.198524600011297,None,,,,,,,0,1,1,19,8349.170163800009,,,,,,,,,,,,,,,,,,,,,,,8353.3893713,8353.389454000047,,,,8349.160469900002,8349.166757366682,8349.170163800009,8349.170163800009,0.004981599980965257,0.01548140007071197,8351.083231099998,8353.385397900012,left,0,4.198524600011297,None,None,,,,,,,,,,,,13_L2,001,2025-04-28_11h59.32.497,LangExperimentstress,2024.2.4,60.04311093242065,2025-04-28 12h00.03.126199 -0400,
sounds/32d_pulsar.wav,CVC,Stressed,Mismatch,past,num_2,0.0,0.2,0.796440212673611,0.8294641710069439,0.99,1.097783832465277,101,40,41,42,43,44,0,0.596440212673611,0.629464171006944,0.79,0.897783832465277,32d_pulsar.wav,,d,,2,2,0,,,,,None,32,right,0,5.150419500074349,None,,,,,,,0,2,2,24,8353.40978550003,,,,,,,,,,,,,,,,,,,,,,,8358.57270680007,8358.572794100037,,,,8353.398649699986,8353.399812666761,8353.40978550003,8353.40978550003,0.009281900012865663,0.02142090001143515,8355.21666819998,8358.569300400093,right,0,5.150419500074349,None,None,,,,,,,,,,,,13_L2,001,2025-04-28_11h59.32.497,LangExperimentstress,2024.2.4,60.04311093242065,2025-04-28 12h00.03.126199 -0400,
sounds/15b_partir.wav,CVC,Unstressed,Mismatch,present,num_1,0.0,0.2,0.826865400752314,0.842973894883327,1.1042888772729471,1.120815958498066,101,20,21,22,23,24,0,0.626865400752314,0.642973894883327,0.904288877272947,0.920815958498066,15b_partir.wav,,b,,3,3,0,,,,,None,15,right,0,5.265315999975428,None,,,,,,,0,3,3,22,8358.590968100005,,,,,,,,,,,,,,,,,,,,,,,8363.872630099999,8363.87270190008,,,,8358.579582100036,8358.583519466749,8358.590968100005,8358.590968100005,0.0068286999594420195,0.019251099904067814,8360.65027610003,8363.86878660007,right,0,5.265315999975428,None,None,,,,,,,,,,,,13_L2,001,2025-04-28_11h59.32.497,LangExperimentstress,2024.2.4,60.04311093242065,2025-04-28 12h00.03.126199 -0400,
sounds/25b_ganar.wav,CVC,Unstressed,Mismatch,present,num_1,0.0,0.2,1.152097938368055,1.15990068760488,1.28904165650454,1.37272500435153,101,20,21,22,23,24,0,0.952097938368055,0.95990068760488,1.08904165650454,1.17272500435153,25b_ganar.wav,,b,,4,4,0,,,,,None,25,left,0,2.9649292998947203,None,,,,,,,0,4,4,8,8363.89141739998,,,,,,,,,,,,,,,,,,,,,,,8366.873136400012,8366.873223400093,,,,8363.879725000006,8363.883310666719,8363.89141739998,8363.89141739998,0.007053400040604174,0.019931700080633163,8366.233772200067,8366.869647099986,left,0,2.9649292998947203,None,None,,,,,,,,,,,,13_L2,001,2025-04-28_11h59.32.497,LangExperimentstress,2024.2.4,60.04311093242065,2025-04-28 12h00.03.126199 -0400,
