sounds,syll,stress_unstress,suffix,present_past,corrAns,trigger_item,trigger_senonset,trigger_verbsonset,trigger_1_F0,trigger_suffix,trigger_2_F0,ID_item,ID_senonset,ID_verbonset,ID_1_F0,ID_suffix,ID_2_F0,ms_senonset,ms_verbonset,ms_1_F0,ms_suffix,ms_2_F0,file_name,sentence,cond,combo,thisN,thisTrialN,thisRepN,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,key_resp_5.keys,item_id,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,key_resp_5.rt,key_resp_5.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experimental_trials.thisRepN,experimental_trials.thisTrialN,experimental_trials.thisN,experimental_trials.thisIndex,thisRow.t,notes,instructions.started,instr.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_practice.started,init_practice.stopped,test_practice.started,test_sound_2.started,key_resp_4.started,polygon.started,serialPort_item_2.started,serialPort_item_2.stopped,test_sound_2.stopped,test_practice.stopped,practice_trials.key_resp_4.keys,practice_trials.key_resp_4.corr,practice_trials.key_resp_4.rt,practice_trials.key_resp_4.duration,takeabreak.started,takeabreak.stopped,practice_trials.key_resp_5.keys,init_trials.started,init_trials.stopped,test.started,test_sound.started,key_resp_2.started,polygon_2.started,serialPort_item.started,serialPort_item.stopped,test_sound.stopped,test.stopped,experimental_trials.key_resp_2.keys,experimental_trials.key_resp_2.corr,experimental_trials.key_resp_2.rt,experimental_trials.key_resp_2.duration,experimental_trials.key_resp_5.keys,text_3.started,key_resp_5.started,experimental_trials.key_resp_5.rt,experimental_trials.key_resp_5.duration,Thanks.started,text_2.started,key_resp_thanks.started,Thanks.stopped,key_resp_thanks.keys,key_resp_thanks.rt,key_resp_thanks.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027852999919559807,0.015586699999403208,0.015586699999403208,2721.822458700015,space,2721.786848400021,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24_L2,001,2025-05-01_11h25.11.913,LangExperimentstress,2024.2.4,60.091170321772495,2025-05-01 11h25.29.515440 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2721.8225384000107,2721.82300460001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24_L2,001,2025-05-01_11h25.11.913,LangExperimentstress,2024.2.4,60.091170321772495,2025-05-01 11h25.29.515440 -0400,
sounds/p3c_saltar.wav,CVC,Unstressed,Match,past,num_2,0.0,0.205513,0.8629519999999999,0.984841,1.219715,1.27,101,30,31,32,33,34,0.005513,0.662952,0.784841,1.019715,1.07,p3c_saltar.wav,p3,c,p3c,0,0,0,right,0,5.607813099981286,None,None,,,,,,,,0,0,0,2,,,,,2721.851043500006,,,,,,,,,,,2721.8404127999966,2721.8457497333375,2721.851043500006,2721.851043500006,0.017454400018323213,0.028948200022568926,2723.928495800006,2727.464598099992,right,0,5.607813099981286,None,2727.4685787000053,2727.4686651999946,None,,,,,,,,,,,,,,,,,,,,,,,,,,,24_L2,001,2025-05-01_11h25.11.913,LangExperimentstress,2024.2.4,60.091170321772495,2025-05-01 11h25.29.515440 -0400,
sounds/p1a_saltar.wav,CVC,Stressed,Match,present,num_1,0.0,0.205513,0.8629519999999999,0.984841,1.219715,1.27,101,10,11,12,13,14,0.005513,0.662952,0.784841,1.019715,1.07,p1a_saltar.wav,p1,a,p1a,1,1,0,left,0,5.112433500005864,None,None,,,,,,,,0,1,1,0,,,,,2727.488705800002,,,,,,,,,,,2727.47680590002,2727.4788994666637,2727.488705800002,2727.488705800002,0.008398700010729954,0.021203700016485527,2729.7284617999976,2732.61248120002,left,0,5.112433500005864,None,2732.6139518000127,2732.613982800016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,24_L2,001,2025-05-01_11h25.11.913,LangExperimentstress,2024.2.4,60.091170321772495,2025-05-01 11h25.29.515440 -0400,
sounds/p4d_cortar.wav,CVC,Stressed,Mismatch,past,num_2,0.0,0.205513,0.8629519999999999,0.984841,1.219715,1.27,101,40,41,42,43,44,0.005513,0.662952,0.784841,1.019715,1.07,p4d_cortar.wav,p4,d,p4d,2,2,0,right,0,3.697761699993862,None,None,,,,,,,,0,2,2,3,,,,,2732.631206899998,,,,,,,,,,,2732.6186194000184,2732.6279525666655,2732.631206899998,2732.631206899998,0.004695100011304021,0.018207699991762638,2735.1450500999927,2736.3311140000005,right,0,3.697761699993862,None,2736.3348936999973,2736.334977099992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,24_L2,001,2025-05-01_11h25.11.913,LangExperimentstress,2024.2.4,60.091170321772495,2025-05-01 11h25.29.515440 -0400,
sounds/p2b_cortar.wav,CVC,Unstressed,Mismatch,present,num_1,0.0,0.205513,0.8629519999999999,0.984841,1.219715,1.27,101,20,21,22,23,24,0.005513,0.662952,0.784841,1.019715,1.07,p2b_cortar.wav,p2,b,p2b,3,3,0,left,0,6.398861699999543,None,None,,,,,,,,0,3,3,1,,,,,2736.3546331000107,,,,,,,,,,,2736.3432844000054,2736.3450707666675,2736.3546331000107,2736.3546331000107,0.00827329998719506,0.020520799997029826,2738.6122085000097,2742.762729500013,left,0,6.398861699999543,None,2742.7643349000136,2742.7643630999955,None,,,,,,,,,,,,,,,,,,,,,,,,,,,24_L2,001,2025-05-01_11h25.11.913,LangExperimentstress,2024.2.4,60.091170321772495,2025-05-01 11h25.29.515440 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2742.7644452000095,2742.778409999999,2742.778409999999,2828.6497959000117,space,85.863225100009,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24_L2,001,2025-05-01_11h25.11.913,LangExperimentstress,2024.2.4,60.091170321772495,2025-05-01 11h25.29.515440 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2828.649889499997,2828.6507683999953,,,,,,,,,,,,,,,,,,,,,,,,,24_L2,001,2025-05-01_11h25.11.913,LangExperimentstress,2024.2.4,60.091170321772495,2025-05-01 11h25.29.515440 -0400,
sounds/11a_pegar.wav,CVC,Stressed,Match,present,num_1,0.0,0.2,0.8182808977343741,0.831294515585661,0.98,1.012063288108519,101,10,11,12,13,14,0,0.618280897734374,0.631294515585661,0.78,0.812063288108519,11a_pegar.wav,,a,,0,0,0,,,,,None,11,left,0,4.144223699986469,None,,,,,,,0,0,0,3,2828.6813627000083,,,,,,,,,,,,,,,,,,,,,,,2832.835946300009,2832.8360298000043,,,,2828.67009900001,2828.6806833333476,2828.6813627000083,2828.6813627000083,0.0193174000014551,0.03117309999652207,2830.6306479000195,2832.8331881000195,left,0,4.144223699986469,None,None,,,,,,,,,,,,24_L2,001,2025-05-01_11h25.11.913,LangExperimentstress,2024.2.4,60.091170321772495,2025-05-01 11h25.29.515440 -0400,
sounds/18b_cumplir.wav,CVC,Unstressed,Mismatch,present,num_1,0.0,0.2,1.2408027271412,1.25568597366898,1.46256310040509,1.54144430700231,101,20,21,22,23,24,0,1.0408027271412,1.05568597366898,1.26256310040509,1.34144430700231,18b_cumplir.wav,,b,,1,1,0,,,,,None,18,left,0,3.5385624000045937,None,,,,,,,0,1,1,29,2832.854792099999,,,,,,,,,,,,,,,,,,,,,,,2836.403678600007,2836.403767800017,,,,2832.842794600001,2832.8472637666605,2832.854792099999,2832.854792099999,0.006787699996493757,0.019828599994070828,2835.030611199996,2836.4001717999927,left,0,3.5385624000045937,None,None,,,,,,,,,,,,24_L2,001,2025-05-01_11h25.11.913,LangExperimentstress,2024.2.4,60.091170321772495,2025-05-01 11h25.29.515440 -0400,
