sounds,syll,stress_unstress,suffix,present_past,corrAns,trigger_item,trigger_senonset,trigger_verbsonset,trigger_1_F0,trigger_suffix,trigger_2_F0,ID_item,ID_senonset,ID_verbonset,ID_1_F0,ID_suffix,ID_2_F0,ms_senonset,ms_verbonset,ms_1_F0,ms_suffix,ms_2_F0,file_name,sentence,cond,combo,thisN,thisTrialN,thisRepN,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,key_resp_5.keys,item_id,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,key_resp_5.rt,key_resp_5.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experimental_trials.thisRepN,experimental_trials.thisTrialN,experimental_trials.thisN,experimental_trials.thisIndex,thisRow.t,notes,instructions.started,instr.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_practice.started,init_practice.stopped,test_practice.started,test_sound_2.started,key_resp_4.started,polygon.started,serialPort_item_2.started,serialPort_item_2.stopped,test_sound_2.stopped,test_practice.stopped,practice_trials.key_resp_4.keys,practice_trials.key_resp_4.corr,practice_trials.key_resp_4.rt,practice_trials.key_resp_4.duration,takeabreak.started,takeabreak.stopped,practice_trials.key_resp_5.keys,init_trials.started,init_trials.stopped,test.started,test_sound.started,key_resp_2.started,polygon_2.started,serialPort_item.started,serialPort_item.stopped,test_sound.stopped,test.stopped,experimental_trials.key_resp_2.keys,experimental_trials.key_resp_2.corr,experimental_trials.key_resp_2.rt,experimental_trials.key_resp_2.duration,experimental_trials.key_resp_5.keys,text_3.started,key_resp_5.started,experimental_trials.key_resp_5.rt,experimental_trials.key_resp_5.duration,Thanks.started,text_2.started,key_resp_thanks.started,Thanks.stopped,key_resp_thanks.keys,key_resp_thanks.rt,key_resp_thanks.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027655000012600794,0.019692800007760525,0.019692800007760525,4418.833540300009,space,4418.800079399996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_L2,001,2025-04-30_11h08.56.729,LangExperimentstress,2024.2.4,60.08243309813913,2025-04-30 11h10.30.005631 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4418.8336216000025,4418.834189900008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_L2,001,2025-04-30_11h08.56.729,LangExperimentstress,2024.2.4,60.08243309813913,2025-04-30 11h10.30.005631 -0400,
sounds/p4d_cortar.wav,CVC,Stressed,Mismatch,past,num_2,0.0,0.205513,0.8629519999999999,0.984841,1.219715,1.27,101,40,41,42,43,44,0.005513,0.662952,0.784841,1.019715,1.07,p4d_cortar.wav,p4,d,p4d,0,0,0,left,0,6.688711100010551,None,None,,,,,,,,0,0,0,3,,,,,4418.8584533999965,,,,,,,,,,,4418.847543399999,4418.855876233334,4418.8584533999965,4418.8584533999965,0.01337289999355562,0.024934100001701154,4421.371692200002,4425.5579211,left,0,6.688711100010551,None,4425.5611120999965,4425.5612031000055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,19_L2,001,2025-04-30_11h08.56.729,LangExperimentstress,2024.2.4,60.08243309813913,2025-04-30 11h10.30.005631 -0400,
sounds/p1a_saltar.wav,CVC,Stressed,Match,present,num_1,0.0,0.205513,0.8629519999999999,0.984841,1.219715,1.27,101,10,11,12,13,14,0.005513,0.662952,0.784841,1.019715,1.07,p1a_saltar.wav,p1,a,p1a,1,1,0,right,0,3.4319052000064403,None,None,,,,,,,,0,1,1,0,,,,,4425.5803292000055,,,,,,,,,,,4425.568492400009,4425.571792566672,4425.5803292000055,4425.5803292000055,0.007332099994528107,0.020341299998108298,4427.821614200002,4429.024249900001,right,0,3.4319052000064403,None,4429.028250500007,4429.028337099997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,19_L2,001,2025-04-30_11h08.56.729,LangExperimentstress,2024.2.4,60.08243309813913,2025-04-30 11h10.30.005631 -0400,
sounds/p2b_cortar.wav,CVC,Unstressed,Mismatch,present,num_1,0.0,0.205513,0.8629519999999999,0.984841,1.219715,1.27,101,20,21,22,23,24,0.005513,0.662952,0.784841,1.019715,1.07,p2b_cortar.wav,p2,b,p2b,2,2,0,right,0,5.971069100007298,None,None,,,,,,,,0,2,2,1,,,,,4429.048538000003,,,,,,,,,,,4429.036263400005,4429.038462766668,4429.048538000003,4429.048538000003,0.008017899992410094,0.021267199990688823,4431.305170300009,4435.024836199998,right,0,5.971069100007298,None,4435.0287274,4435.028819400002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,19_L2,001,2025-04-30_11h08.56.729,LangExperimentstress,2024.2.4,60.08243309813913,2025-04-30 11h10.30.005631 -0400,
sounds/p3c_saltar.wav,CVC,Unstressed,Match,past,num_2,0.0,0.205513,0.8629519999999999,0.984841,1.219715,1.27,101,30,31,32,33,34,0.005513,0.662952,0.784841,1.019715,1.07,p3c_saltar.wav,p3,c,p3c,3,3,0,left,0,3.1018578999937745,None,None,,,,,,,,0,3,3,2,,,,,4435.045209600008,,,,,,,,,,,4435.035324800003,4435.038974166677,4435.045209600008,4435.045209600008,0.006549300000187941,0.017191899998579174,4437.121771300008,4438.157807800002,left,0,3.1018578999937745,None,4438.162097000008,4438.162187299997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,19_L2,001,2025-04-30_11h08.56.729,LangExperimentstress,2024.2.4,60.08243309813913,2025-04-30 11h10.30.005631 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4438.162417800006,4438.171628700002,4438.171628700002,4578.824705200008,space,140.64059919999272,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_L2,001,2025-04-30_11h08.56.729,LangExperimentstress,2024.2.4,60.08243309813913,2025-04-30 11h10.30.005631 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4578.8248017000005,4578.825713099999,,,,,,,,,,,,,,,,,,,,,,,,,19_L2,001,2025-04-30_11h08.56.729,LangExperimentstress,2024.2.4,60.08243309813913,2025-04-30 11h10.30.005631 -0400,
sounds/33b_culpar.wav,CVC,Unstressed,Mismatch,present,num_1,0.0,0.2,0.8606178431336959,0.869103678029107,1.109891641372144,1.131540467434179,101,20,21,22,23,24,0,0.660617843133696,0.669103678029107,0.909891641372144,0.931540467434179,33b_culpar.wav,,b,,0,0,0,,,,,None,33,right,0,4.429805299994769,None,,,,,,,0,0,0,35,4578.863112599996,,,,,,,,,,,,,,,,,,,,,,,4583.312028500004,4583.312120900009,,,,4578.852344700004,4578.855224533334,4578.863112599996,4578.863112599996,0.026622499994118698,0.03834489999280777,4581.038413700007,4583.307937799997,right,0,4.429805299994769,None,None,,,,,,,,,,,,19_L2,001,2025-04-30_11h08.56.729,LangExperimentstress,2024.2.4,60.08243309813913,2025-04-30 11h10.30.005631 -0400,
sounds/12a_matar.wav,CVC,Stressed,Match,present,num_1,0.0,0.2,0.8400000000000001,0.96,1.17307472511574,1.186647497106481,101,10,11,12,13,14,0,0.64,0.76,0.97307472511574,0.986647497106481,12a_matar.wav,,a,,1,1,0,,,,,None,12,right,0,2.8148974000068847,None,,,,,,,0,1,1,25,4583.332288100006,,,,,,,,,,,,,,,,,,,,,,,4586.162426299998,4586.162507200002,,,,4583.320220299996,4583.322073366671,4583.332288100006,4583.332288100006,0.008179600001312792,0.021429599990369752,4585.522098400004,4586.158577299997,right,0,2.8148974000068847,None,None,,,,,,,,,,,,19_L2,001,2025-04-30_11h08.56.729,LangExperimentstress,2024.2.4,60.08243309813913,2025-04-30 11h10.30.005631 -0400,
