sounds,syll,stress_unstress,suffix,present_past,corrAns,trigger_item,trigger_senonset,trigger_verbsonset,trigger_1_F0,trigger_suffix,trigger_2_F0,ID_item,ID_senonset,ID_verbonset,ID_1_F0,ID_suffix,ID_2_F0,ms_senonset,ms_verbonset,ms_1_F0,ms_suffix,ms_2_F0,file_name,sentence,cond,combo,thisN,thisTrialN,thisRepN,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,key_resp_5.keys,item_id,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,key_resp_5.rt,key_resp_5.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experimental_trials.thisRepN,experimental_trials.thisTrialN,experimental_trials.thisN,experimental_trials.thisIndex,thisRow.t,notes,instructions.started,instr.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,init_practice.started,init_practice.stopped,test_practice.started,test_sound_2.started,key_resp_4.started,polygon.started,serialPort_item_2.started,serialPort_item_2.stopped,test_sound_2.stopped,test_practice.stopped,practice_trials.key_resp_4.keys,practice_trials.key_resp_4.corr,practice_trials.key_resp_4.rt,practice_trials.key_resp_4.duration,takeabreak.started,takeabreak.stopped,practice_trials.key_resp_5.keys,init_trials.started,init_trials.stopped,test.started,test_sound.started,key_resp_2.started,polygon_2.started,serialPort_item.started,serialPort_item.stopped,test_sound.stopped,test.stopped,experimental_trials.key_resp_2.keys,experimental_trials.key_resp_2.corr,experimental_trials.key_resp_2.rt,experimental_trials.key_resp_2.duration,experimental_trials.key_resp_5.keys,text_3.started,key_resp_5.started,experimental_trials.key_resp_5.rt,experimental_trials.key_resp_5.duration,Thanks.started,text_2.started,key_resp_thanks.started,Thanks.stopped,key_resp_thanks.keys,key_resp_thanks.rt,key_resp_thanks.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028883999912068248,0.013708699989365414,0.013708699989365414,3453.6276212999946,space,3453.588183200016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_L2,001,2025-05-01_09h56.00.606,LangExperimentstress,2024.2.4,59.500044914996835,2025-05-01 09h56.19.687259 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3453.627709499997,3453.628272300004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_L2,001,2025-05-01_09h56.00.606,LangExperimentstress,2024.2.4,59.500044914996835,2025-05-01 09h56.19.687259 -0400,
sounds/p1a_saltar.wav,CVC,Stressed,Match,present,num_1,0.0,0.205513,0.8629519999999999,0.984841,1.219715,1.27,101,10,11,12,13,14,0.005513,0.662952,0.784841,1.019715,1.07,p1a_saltar.wav,p1,a,p1a,0,0,0,right,0,5.24412809999194,None,None,,,,,,,,0,0,0,0,,,,,3453.653336599993,,,,,,,,,,,3453.642613600008,3453.6427209333424,3453.653336599993,3453.653336599993,0.014357300009578466,0.025641499989433214,3455.8926090000023,3458.9118683999986,right,0,5.24412809999194,None,3458.9156514999922,3458.9157351999893,None,,,,,,,,,,,,,,,,,,,,,,,,,,,23_L2,001,2025-05-01_09h56.00.606,LangExperimentstress,2024.2.4,59.500044914996835,2025-05-01 09h56.19.687259 -0400,
sounds/p4d_cortar.wav,CVC,Stressed,Mismatch,past,num_2,0.0,0.205513,0.8629519999999999,0.984841,1.219715,1.27,101,40,41,42,43,44,0.005513,0.662952,0.784841,1.019715,1.07,p4d_cortar.wav,p4,d,p4d,1,1,0,right,0,3.6085515999875497,None,None,,,,,,,,0,1,1,3,,,,,3458.9370670999924,,,,,,,,,,,3458.9252578000014,3458.9262243666785,3458.9370670999924,3458.9370670999924,0.009629799984395504,0.022715500002959743,3461.4589568999945,3462.5619858000136,right,0,3.6085515999875497,None,3462.5661477000103,3462.566230800003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,23_L2,001,2025-05-01_09h56.00.606,LangExperimentstress,2024.2.4,59.500044914996835,2025-05-01 09h56.19.687259 -0400,
sounds/p2b_cortar.wav,CVC,Unstressed,Mismatch,present,num_1,0.0,0.205513,0.8629519999999999,0.984841,1.219715,1.27,101,20,21,22,23,24,0.005513,0.662952,0.784841,1.019715,1.07,p2b_cortar.wav,p2,b,p2b,2,2,0,right,0,13.801308900001459,None,None,,,,,,,,0,2,2,1,,,,,3462.584799300006,,,,,,,,,,,3462.574457999988,3462.5761141666776,3462.584799300006,3462.584799300006,0.008259199996246025,0.019427699997322634,3464.843446499988,3476.395686700009,right,0,13.801308900001459,None,3476.39971540001,3476.3998046999914,None,,,,,,,,,,,,,,,,,,,,,,,,,,,23_L2,001,2025-05-01_09h56.00.606,LangExperimentstress,2024.2.4,59.500044914996835,2025-05-01 09h56.19.687259 -0400,
sounds/p3c_saltar.wav,CVC,Unstressed,Match,past,num_2,0.0,0.205513,0.8629519999999999,0.984841,1.219715,1.27,101,30,31,32,33,34,0.005513,0.662952,0.784841,1.019715,1.07,p3c_saltar.wav,p3,c,p3c,3,3,0,left,0,3.2224038999993354,None,None,,,,,,,,0,3,3,2,,,,,3476.4193886999856,,,,,,,,,,,3476.4071566000057,3476.4096783666796,3476.4193886999856,3476.4193886999856,0.007392600004095584,0.020781600003829226,3478.509832200012,3479.645790599985,left,0,3.2224038999993354,None,3479.649417800014,3479.6495054000115,None,,,,,,,,,,,,,,,,,,,,,,,,,,,23_L2,001,2025-05-01_09h56.00.606,LangExperimentstress,2024.2.4,59.500044914996835,2025-05-01 09h56.19.687259 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3479.6497366999974,3479.659832300007,3479.659832300007,3526.7637295000022,space,47.10146000000532,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_L2,001,2025-05-01_09h56.00.606,LangExperimentstress,2024.2.4,59.500044914996835,2025-05-01 09h56.19.687259 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3526.763822899986,3526.7650595000014,,,,,,,,,,,,,,,,,,,,,,,,,23_L2,001,2025-05-01_09h56.00.606,LangExperimentstress,2024.2.4,59.500044914996835,2025-05-01 09h56.19.687259 -0400,
sounds/31d_tocar.wav,CVC,Stressed,Mismatch,past,num_2,0.0,0.2,0.8493931756807,0.8650112062639721,1.006860547391531,1.049162047334928,101,40,41,42,43,44,0,0.6493931756807,0.665011206263972,0.806860547391531,0.849162047334928,31d_tocar.wav,,d,,0,0,0,,,,,None,31,right,0,4.672751599980984,None,,,,,,,0,0,0,30,3526.80147939999,,,,,,,,,,,,,,,,,,,,,,,3531.484119600005,3531.484200900013,,,,3526.7900300000038,3526.7945642333443,3526.80147939999,3526.80147939999,0.024962700001196936,0.03740309999557212,3528.711200199992,3531.480325599987,right,0,4.672751599980984,None,None,,,,,,,,,,,,23_L2,001,2025-05-01_09h56.00.606,LangExperimentstress,2024.2.4,59.500044914996835,2025-05-01 09h56.19.687259 -0400,
sounds/05a_fumar.wav,CVC,Stressed,Match,present,num_1,0.0,0.2,1.15,1.36712555700231,1.48,1.56308830295138,101,10,11,12,13,14,0,0.95,1.16712555700231,1.28,1.36308830295138,05a_fumar.wav,,a,,1,1,0,,,,,None,5,left,0,2.977292399998987,None,,,,,,,0,1,1,38,3531.5040859,,,,,,,,,,,,,,,,,,,,,,,3534.4983065999986,3534.4983662999875,,,,3531.4916164999886,3531.494496966658,3531.5040859,3531.5040859,0.007434200000716373,0.0210017999925185,3533.8657449999882,3534.495882899995,left,0,2.977292399998987,None,None,,,,,,,,,,,,23_L2,001,2025-05-01_09h56.00.606,LangExperimentstress,2024.2.4,59.500044914996835,2025-05-01 09h56.19.687259 -0400,
