Participant_ID,L1_L2,area,time_period,Fp1-Average_F0_stressed_mismatch,Fp1-Average_F0_stressed_match,Fp1-Average_F0_unstressed_mismatch,Fp1-Average_F0_unstressed_match,F3-Average_F0_stressed_mismatch,F3-Average_F0_stressed_match,F3-Average_F0_unstressed_mismatch,F3-Average_F0_unstressed_match,F7-Average_F0_stressed_mismatch,F7-Average_F0_stressed_match,F7-Average_F0_unstressed_mismatch,F7-Average_F0_unstressed_match,FT9-Average_F0_stressed_mismatch,FT9-Average_F0_stressed_match,FT9-Average_F0_unstressed_mismatch,FT9-Average_F0_unstressed_match,FC5-Average_F0_stressed_mismatch,FC5-Average_F0_stressed_match,FC5-Average_F0_unstressed_mismatch,FC5-Average_F0_unstressed_match,FC1-Average_F0_stressed_mismatch,FC1-Average_F0_stressed_match,FC1-Average_F0_unstressed_mismatch,FC1-Average_F0_unstressed_match,C3-Average_F0_stressed_mismatch,C3-Average_F0_stressed_match,C3-Average_F0_unstressed_mismatch,C3-Average_F0_unstressed_match,T7-Average_F0_stressed_mismatch,T7-Average_F0_stressed_match,T7-Average_F0_unstressed_mismatch,T7-Average_F0_unstressed_match,TP9-Average_F0_stressed_mismatch,TP9-Average_F0_stressed_match,TP9-Average_F0_unstressed_mismatch,TP9-Average_F0_unstressed_match,CP5-Average_F0_stressed_mismatch,CP5-Average_F0_stressed_match,CP5-Average_F0_unstressed_mismatch,CP5-Average_F0_unstressed_match,CP1-Average_F0_stressed_mismatch,CP1-Average_F0_stressed_match,CP1-Average_F0_unstressed_mismatch,CP1-Average_F0_unstressed_match,Pz-Average_F0_stressed_mismatch,Pz-Average_F0_stressed_match,Pz-Average_F0_unstressed_mismatch,Pz-Average_F0_unstressed_match,P3-Average_F0_stressed_mismatch,P3-Average_F0_stressed_match,P3-Average_F0_unstressed_mismatch,P3-Average_F0_unstressed_match,P7-Average_F0_stressed_mismatch,P7-Average_F0_stressed_match,P7-Average_F0_unstressed_mismatch,P7-Average_F0_unstressed_match,O1-Average_F0_stressed_mismatch,O1-Average_F0_stressed_match,O1-Average_F0_unstressed_mismatch,O1-Average_F0_unstressed_match,Oz-Average_F0_stressed_mismatch,Oz-Average_F0_stressed_match,Oz-Average_F0_unstressed_mismatch,Oz-Average_F0_unstressed_match,O2-Average_F0_stressed_mismatch,O2-Average_F0_stressed_match,O2-Average_F0_unstressed_mismatch,O2-Average_F0_unstressed_match,P4-Average_F0_stressed_mismatch,P4-Average_F0_stressed_match,P4-Average_F0_unstressed_mismatch,P4-Average_F0_unstressed_match,P8-Average_F0_stressed_mismatch,P8-Average_F0_stressed_match,P8-Average_F0_unstressed_mismatch,P8-Average_F0_unstressed_match,TP10-Average_F0_stressed_mismatch,TP10-Average_F0_stressed_match,TP10-Average_F0_unstressed_mismatch,TP10-Average_F0_unstressed_match,CP6-Average_F0_stressed_mismatch,CP6-Average_F0_stressed_match,CP6-Average_F0_unstressed_mismatch,CP6-Average_F0_unstressed_match,CP2-Average_F0_stressed_mismatch,CP2-Average_F0_stressed_match,CP2-Average_F0_unstressed_mismatch,CP2-Average_F0_unstressed_match,Cz-Average_F0_stressed_mismatch,Cz-Average_F0_stressed_match,Cz-Average_F0_unstressed_mismatch,Cz-Average_F0_unstressed_match,C4-Average_F0_stressed_mismatch,C4-Average_F0_stressed_match,C4-Average_F0_unstressed_mismatch,C4-Average_F0_unstressed_match,T8-Average_F0_stressed_mismatch,T8-Average_F0_stressed_match,T8-Average_F0_unstressed_mismatch,T8-Average_F0_unstressed_match,FT10-Average_F0_stressed_mismatch,FT10-Average_F0_stressed_match,FT10-Average_F0_unstressed_mismatch,FT10-Average_F0_unstressed_match,FC6-Average_F0_stressed_mismatch,FC6-Average_F0_stressed_match,FC6-Average_F0_unstressed_mismatch,FC6-Average_F0_unstressed_match,FC2-Average_F0_stressed_mismatch,FC2-Average_F0_stressed_match,FC2-Average_F0_unstressed_mismatch,FC2-Average_F0_unstressed_match,F4-Average_F0_stressed_mismatch,F4-Average_F0_stressed_match,F4-Average_F0_unstressed_mismatch,F4-Average_F0_unstressed_match,F8-Average_F0_stressed_mismatch,F8-Average_F0_stressed_match,F8-Average_F0_unstressed_mismatch,F8-Average_F0_unstressed_match,Fp2-Average_F0_stressed_mismatch,Fp2-Average_F0_stressed_match,Fp2-Average_F0_unstressed_mismatch,Fp2-Average_F0_unstressed_match,Audio-Average_F0_stressed_mismatch,Audio-Average_F0_stressed_match,Audio-Average_F0_unstressed_mismatch,Audio-Average_F0_unstressed_match,Fz-Average_F0_stressed_mismatch,Fz-Average_F0_stressed_match,Fz-Average_F0_unstressed_mismatch,Fz-Average_F0_unstressed_match
stress9,L2,F0,136_280,0.307427,-0.955649,2.275755,-0.013157,0.835891,-0.769142,0.459374,-0.961636,1.326347,-1.907304,2.065042,0.882595,0.556558,-0.502708,2.027863,2.100559,1.131961,0.981486,0.39814,-1.350692,-0.152299,-0.855024,1.564154,-3.959872,1.155037,1.280693,2.832546,-3.014662,1.303241,1.662023,1.961616,0.082623,0.350959,-2.382474,7.170074,5.860132,0.681231,0.414698,3.16504,-2.296095,-0.092905,-0.831557,4.811075,-4.207177,-0.405243,-2.115043,4.326587,-2.895712,-0.168199,-1.226607,5.237471,-1.983762,0.478425,-1.388193,5.290325,-0.611463,0.2271,-2.837894,5.29692,-0.031825,0.55258,-2.721929,2.525291,-0.936887,-0.397886,-4.063124,2.954871,1.065282,-1.578424,-2.134074,3.070688,-1.00004,-0.487901,-3.294779,0.381559,1.521858,0.053611,-5.583932,5.549089,9.469666,-1.836619,-2.429235,0.399151,-0.510029,-1.670027,-2.522682,3.79191,-1.766705,-0.828128,-1.15525,3.302135,-4.261718,-1.826615,-2.276015,1.08466,-2.053945,-0.16267,-1.21852,-0.933264,2.291507,-0.861931,-0.863788,-1.020406,4.006386,-1.507969,-0.52683,-1.415029,1.255858,-1.93826,-1.756592,1.526897,-1.516619,-1.183415,-0.35741,-0.17413,-1.424966,-1.729807,-0.865974,-1.406944,3.237815,0.644238,0.813044,1.123845,-0.88576,894.575256,-775.802002,1033.465088,-342.47345,-0.134858,2.65547,-4.239723,-5.109935
stress1,L1,F0,280_400,-9.844411,9.589626,-0.303655,-5.45536,-5.294238,5.006453,-1.659651,-1.444399,5.6115,-12.815326,1.568967,5.223845,6.653393,3.665901,2.479224,7.166289,-0.589054,5.902779,-0.276837,-2.257266,-5.683228,3.105729,-0.865833,-1.429338,-6.129847,5.888775,-0.976281,-1.554876,-2.434539,4.412902,-8.003294,0.653982,9.165071,-5.185184,6.211332,-1.126549,-1.450604,10.573319,-1.4929,0.8036,-6.592428,2.478492,1.546581,-1.072578,-5.344342,2.531154,2.182257,-0.665634,-5.889818,4.582308,0.670822,0.129569,5.595154,7.941307,4.296741,-0.836769,-0.210252,5.407692,7.593488,1.383352,-2.359491,3.998275,3.042359,0.335976,-1.711453,3.021233,1.028265,-0.100623,-5.685961,3.831844,3.181556,0.16577,-0.656828,2.798926,-0.291102,1.580768,11.720561,-12.54037,-3.029475,5.875567,-3.21197,5.332635,-2.340029,1.324854,-6.234833,3.253311,0.779166,-0.543641,-7.293807,2.514566,0.930478,-1.035826,-5.924062,3.846782,1.552969,-1.056899,-6.739771,5.058849,-9.581993,1.346348,-5.493538,18.359682,-6.889588,3.014725,-5.076656,13.680058,-3.916428,0.494893,-5.728718,3.469885,-0.582931,-0.506361,-6.629098,8.769835,-2.914635,-0.642223,2.26722,3.253912,-27.715771,6.696192,-17.00845,2.136064,-7.195951,-3.607234,1296.451538,738.871643,-2691.455078,2037.936035,-6.961879,5.908519,-1.060622,-1.583004
stress1,L2,F0,280_400,4.563962,-1.472387,2.148469,-3.304898,1.621122,-1.651993,2.162673,-1.0880050000000001,4.765471,-0.59356,1.34061,-3.648713,3.121144,-1.116801,-0.101894,-2.853463,2.732217,-1.691228,1.771878,-1.404983,-0.26832,-3.200219,1.89416,-1.520221,2.571295,-1.99645,2.968227,-1.384348,0.911289,-1.337731,0.755671,-2.093774,1.577184,3.256202,-1.8910690000000001,0.431969,0.855102,-1.67115,3.790471,-0.738196,1.488265,-2.511596,2.612155,0.152497,0.117233,-1.9629,3.310376,1.087456,0.258374,-2.388233,4.497849,1.170644,0.797528,-2.085305,2.532485,-0.21181,-0.535917,-1.382209,2.5554,1.055676,-0.517711,-0.471399,3.183932,2.072465,-1.488207,-0.084806,1.284783,2.07651,-1.380939,-3.277053,0.269246,0.974961,-0.979998,-1.188773,0.726165,1.947804,0.709876,4.105452,-2.753689,3.786467,-0.88487,-2.712064,-1.52178,0.543549,-0.209564,-3.808762,0.015072,0.368691,-0.639259,-3.909986,1.061846,0.083173,-1.081286,-2.963166,-1.081516,-0.014446,-0.767722,0.04609,-1.13386,0.940022,-0.69659,1.608077,-2.303944,1.524935,-1.46879,-0.485059,-0.918502,-0.385552,-2.763365,-3.486101,0.541475,0.301142,-1.333637,-2.347859,0.679814,-1.478829,-0.639151,1.492643,-2.139918,0.354296,3.648218,-0.752729,1.979991,-2.751806,1642.753418,1327.956177,-2225.949951,2043.457397,-0.762353,-2.453885,1.548253,-1.406146
stress10,L2,F0,280_400,-7.122085,-0.055269,5.480324,-2.450437,-4.704338,-2.088097,-3.338123,0.293844,-2.756219,-0.339504,-13.48041,12.315585,0.776408,-0.639942,-10.457424,10.257031,-3.325532,-1.96899,-8.339215,5.823432,-5.707006,-3.535359,-2.095896,-0.72295,-4.286788,-0.27406,-5.383477,1.727867,-1.796373,-0.521172,-7.660239,5.159588,9.270492,4.888896,-4.567242,8.488723,-2.016632,1.650945,-5.559779,3.863483,-4.217126,0.858378,-4.84393,0.525119,-1.147165,2.178259,-3.050635,0.859345,-1.712527,3.164448,-2.94998,2.380159,1.367246,3.111226,-2.801272,4.290984,1.343762,6.032061,-2.574303,2.548941,2.0267,7.053067,-0.661695,3.146196,1.03226,4.745475,1.116839,2.786962,-2.898614,2.990966,-1.70595,-1.232855,0.951531,2.237089,1.480561,0.201981,9.469702,5.221884,3.171415,3.548033,-3.005557,0.057331,-0.054884,-3.255351,-3.318931,-0.8017,-2.849141,-1.030872,-5.736117,-1.870997,-3.431615,-1.99949,-4.155531,-1.8311,-0.764351,-4.289782,-1.795344,-2.100151,0.948503,-5.196916,0.154794,-3.052998,2.107959,-6.797045,-4.038233,-2.531504,1.480066,-7.976494,-6.54031,-4.543956,-1.184582,-4.377929,-7.288812,-3.760639,2.414451,-7.646242,-3.024718,-2.945738,5.980682,-13.160186,-8.096596,-0.97041,9.237809,-8.90827,1945.20752,620.76947,-2745.384521,1929.744141,-6.246731,-3.370261,0.465274,-4.012252
stress11,L2,F0,280_400,-1.913874,-1.098353,-0.21503,-12.419253,-5.977847,0.301232,3.730839,-5.92786,-23.015955,-17.06147,-0.966175,-12.937443,-19.348408,-12.999892,-0.637656,-4.725404,-8.033486,-3.065626,1.914819,-4.194991,-0.515397,3.575151,1.122247,-1.356769,-1.974878,0.902928,1.17932,-1.599316,-12.377365,-7.082607,-2.20764,-3.362131,-11.960146,-12.879156,-0.992882,-2.141457,-4.138996,-1.101145,1.698596,-0.725487,1.169601,2.20866,1.286793,-1.35274,-0.227507,2.709618,0.430081,-2.695444,0.274416,1.768175,2.566695,0.090717,-3.872835,-3.247844,0.870265,2.548522,2.291695,2.437213,2.646734,2.949815,2.670539,1.40265,1.279655,3.891843,4.35243,1.796544,2.487055,2.181333,2.187203,2.084613,-1.28695,8.288559,5.718042,3.204006,2.534164,3.017545,5.139679,-3.635841,-0.848364,3.665695,3.570113,3.385237,-1.483578,3.370556,2.101352,3.376188,0.262527,-0.138634,1.586684,3.36504,1.14777,-1.923085,5.664444,2.789164,-2.497244,0.538263,6.570695,8.164049,-2.044997,2.847912,16.048094,11.955225,-2.229853,10.169741,13.503325,9.843286,-0.686887,5.428894,3.298321,4.981078,-1.32977,-0.407804,10.801169,10.3952,-3.816278,3.181787,27.085356,17.063683,1.191727,9.910366,15.843494,-7.87367,-7.178824,-10.216098,1787.112305,851.257019,-2840.095215,1562.502319,2.273488,5.505,0.613749,-0.50808
stress12,L2,F0,280_400,2.28985,0.246313,0.219,0.716049,2.175201,2.998267,2.15329,-0.483605,0.32558,1.743901,2.224107,0.901311,3.232623,1.202035,-0.884988,-1.292929,1.217438,1.952838,1.028745,0.942152,1.094215,1.335204,2.157753,-1.370379,-0.313178,2.295595,2.221677,-1.110244,-0.377528,2.127863,1.470197,2.638215,-6.026492,-2.648228,0.466342,1.357792,-2.063251,1.141987,2.448427,-0.541996,-0.443801,1.042482,1.408205,0.154308,-1.145209,-0.895215,1.57149,-1.500369,-0.928545,0.692439,2.158372,0.408435,-1.784666,-0.126349,0.86341,0.907522,-1.13116,-1.183415,2.380162,1.351371,-1.38446,-2.827214,-0.623418,-0.215924,-1.744839,-3.727537,-1.489275,-0.453279,-0.598148,-3.507195,-0.00696,-2.983678,-0.799471,-4.82276,-1.696348,-0.657499,-2.200197,-2.41666,-1.937532,-0.339971,0.273094,-2.450975,-0.885498,-2.514239,1.798537,-1.412666,0.986337,-1.437115,0.630756,0.665669,1.591825,-0.80066,0.702702,-1.640463,0.255344,-1.646372,-0.018849,-0.619601,0.544386,-1.686984,4.515453,-0.752329,-0.99283,-0.418027,3.050397,0.698994,-0.608748,-1.68788,2.971323,0.743427,0.573642,-2.013968,0.866242,2.154504,0.960099,-2.858451,5.696046,5.323674,0.81051,-2.463889,3.174959,0.287247,0.307272,0.57531,1456.623657,706.097473,-2483.545654,1894.16272,2.742231,1.688296,0.490396,-0.339274
stress13,L2,F0,280_400,-1.40773,1.293628,-1.811591,-1.969873,-0.22901,3.456936,1.623285,0.987475,-1.639717,2.211645,-0.171181,-0.163405,-0.136852,-1.1457,-4.925273,-0.852507,1.304522,1.504376,1.623901,0.552883,-1.15631,0.099577,2.686746,-1.254223,0.239014,-0.526358,3.897983,-1.652139,2.227875,1.011117,0.55955,-1.161708,0.505961,-1.424949,-4.967608,0.250721,1.454877,-0.140612,2.442797,-1.141425,-0.155562,-1.720481,3.228716,-2.118421,-1.031143,-1.503672,2.162929,-2.364935,1.711176,-1.001543,3.509778,-1.86359,1.356876,0.155731,2.086352,-0.935406,0.406559,-2.374536,1.057675,-1.224164,-0.545839,-4.138133,-0.590311,-1.009306,-1.201674,-3.472346,-0.591671,-1.397458,-2.031186,-2.764197,0.541151,-2.184007,-2.494311,-2.035399,-0.870142,0.782186,-0.202291,-0.717881,-2.735841,1.473501,-2.721803,-3.024838,0.65448,-1.056174,-2.345841,-1.408763,2.067603,-2.679525,-0.820758,-0.786119,2.407419,-2.740851,-1.818963,-1.515281,0.165309,-3.103449,-0.879897,0.302244,0.539141,-0.79486,-1.127903,1.852247,-1.784409,0.380174,-0.639047,1.313948,3.586994,-2.237924,-1.333559,-0.733614,4.051127,-2.945994,1.525716,1.938598,2.544495,-3.073183,0.648902,1.623077,6.505127,-2.128114,-0.451601,1.061568,-0.483489,0.33483,1755.118652,767.380371,-2503.029053,1773.619385,-0.101223,0.714277,2.567816,-0.574741
stress14,L2,F0,280_400,-5.61587,3.214433,-3.569583,4.904559,-5.273461,3.793801,-2.66653,6.648708,-12.559417,5.581354,-2.67827,5.694102,-8.378009,2.12275,-0.785449,0.396899,-4.787053,3.423775,-2.711318,4.727546,-2.45655,2.471378,-0.519672,8.820837,-3.509203,1.183843,0.183747,3.871778,-6.255948,1.76445,-0.40353,1.884986,-0.300442,-3.967793,2.988909,-9.196454,-6.692537,-1.212001,-1.241786,1.130729,-3.463591,-3.370651,2.425663,4.080976,-3.258763,-5.388364,3.704756,0.793517,-5.003557,-4.314019,2.274599,1.732136,-4.122142,-3.316617,0.018502,-0.976396,-4.784899,-6.05591,1.331203,-1.302175,-4.248163,-7.521055,1.807359,-1.963586,-3.781207,-8.680038,-0.048817,-2.984063,-2.818174,-4.510502,2.429625,-2.02353,-1.150717,-3.682428,1.513778,-3.133851,4.549423,-6.71741,5.268052,-10.548016,-2.886402,-1.667531,-0.960609,-3.005441,-3.498164,-3.783655,2.660102,1.404643,-1.732789,-0.796012,3.186902,5.89276,-1.592722,-1.04553,2.253422,1.282105,1.736526,-2.605989,0.560828,-0.8851,6.591271,-2.814015,3.239636,-3.031335,3.073501,0.54258,0.536022,0.653306,-1.550635,1.881539,0.134227,5.773147,1.682597,2.365698,-1.443775,3.485665,7.351169,-0.565175,0.843489,-0.133643,-1.064809,3.430175,-4.865085,2.701611,1932.530029,576.094666,-2487.884277,1528.278687,-1.416327,3.561735,-2.752321,6.58149
stress15,L2,F0,280_400,-1.14171,1.179139,-6.151902,2.951382,1.772805,0.786592,-2.604607,3.631428,1.329217,4.654524,-1.304921,5.342659,1.766846,5.306844,1.540612,3.8799,1.718459,3.217234,-1.431596,3.816746,0.831028,-1.218362,-4.050714,1.189162,-1.243213,-0.029086,-3.101975,3.140914,-0.34872,3.460133,-2.034833,2.501561,-1.246923,2.721267,5.163081,-0.372233,-2.116125,-0.327067,-1.793634,1.582605,-3.081692,-4.223053,-4.28934,2.2434,-4.337539,-6.386942,-3.868458,1.297323,-2.340055,-3.802031,-1.929942,1.986143,-2.627813,-1.753692,-0.782672,0.126306,-3.975089,-4.362619,1.458424,0.747092,-3.586141,-5.367257,2.382039,0.947714,-2.935753,-6.256089,1.747845,1.004376,-3.839738,-7.044683,-1.572378,0.718237,-1.643758,-4.060325,-0.185969,1.080698,-2.507886,1.122731,11.328755,-1.948876,-2.335875,-4.362375,-2.644136,-1.085832,-3.010578,-6.311007,-4.306242,0.901084,-2.111635,-5.50559,-5.643021,0.44612,-2.299345,-3.456144,-3.209168,-0.570072,-1.698665,-0.203229,-2.14245,-1.96337,0.065217,1.822118,-0.958014,-2.171942,-1.06786,-0.928389,-2.622742,-2.933965,-0.916224,-2.982469,-3.111483,-0.137213,-0.599703,-2.404205,-2.717416,-0.412868,0.93522400000000006,0.446803,-2.852111,-2.454635,-2.182709,-3.318312,-6.856504,7.039318,1831.256592,776.262634,-2560.141113,1701.461914,1.251603,-1.281333,-5.497279,0.773703
stress16,L2,F0,280_400,-61.082016,-39.67268,-15.301484,-13.596467,-15.107074,-9.814672,-5.089807,-2.690962,-13.228689,-8.389767,-4.539709,0.320448,0.46048,-0.01807,-0.780476,3.432561,-5.051157,-4.29171,-2.867574,1.538529,-2.002069,-4.517059,-2.184517,0.306561,3.496372,-1.849171,-2.367228,0.652025,1.698323,-0.634376,0.432613,1.887641,13.498272,10.037495,5.18522,1.054934,3.764116,-0.717256,-2.243815,0.775478,5.097665,-0.74731,-0.033387,-1.570038,6.106396,-0.994635,-0.278383,-1.683528,6.067217,-2.134874,-1.484204,-1.04465,4.271648,-0.282995,-0.863707,-0.213449,5.791954,-2.086424,-0.594707,-3.959726,5.390006,-1.18266,-0.012994,-5.985516,3.621128,-0.22007,-2.496242,-9.081961,4.274565,-1.7001,0.134678,-3.696507,2.799037,1.078665,0.353298,-4.910801,13.182173,11.386943,6.206241,-0.794984,2.780042,-0.180039,0.818652,-1.218577,4.510603,-1.263324,-0.315193,-1.463148,2.92485,-1.723254,-0.301107,-0.783706,1.937381,-0.290655,0.673405,0.402132,2.266294,4.018997,1.699889,1.387967,2.92807,3.50838,0.82541,4.124317,-0.82981799999999994,-0.047573,-0.122656,2.567656,-1.111878,-3.599012,-1.856079,-0.833009,-10.298223,-7.22605,-2.600932,-0.036209,-6.0688,-1.435565,-2.441358,3.27101,-43.781269,-29.110418,-12.551772,-5.903053,1794.841797,780.508545,-2528.951904,1766.304688,-8.893485,-7.141484,-3.797155,-0.08665
stress17,L2,F0,280_400,-5.361872,-0.956159,-3.375841,-4.911211,-4.79514,-2.1874,-4.85322,-3.724721,-1.827549,0.460526,-6.039755,-4.344848,0.740881,1.90951,-0.480098,-0.980496,-2.778092,-0.773771,-4.8028130000000004,-2.46061,-5.167529,-3.480009,-3.649456,-3.150999,-2.948354,-4.278872,-2.240165,-1.54474,-0.875343,0.689918,-2.142516,-0.357965,8.121943,4.834997,2.532431,4.13702,-0.882376,-1.901022,-1.882074,-0.358419,-2.781656,-5.108661,-1.937575,-3.373734,-3.834588,-5.616093,0.345961,-3.88619,-1.625854,-5.563019,0.95985,-1.397061,0.612623,-0.513263,0.045847,0.57942,-0.890298,-3.864785,3.21863,-1.212193,-0.856952,-3.893034,3.200985,-1.225301,-0.14685,-3.357681,3.311494,-1.571089,-0.626333,-5.502995,1.75635,1.76196,1.05912,-2.482291,2.653399,0.463189,9.052547,4.014576,5.9890930000000004,6.403272,-1.624363,-3.04537,1.41404,0.214734,-4.175393,-5.969032,-0.972359,-3.718824,-4.707056,-5.58463,-3.378053,-4.371759,-3.915455,-4.598252,-1.194888,-2.022051,-1.301392,0.40383,1.597215,1.912395,-0.150472,2.999163,7.077472,2.846996,-3.779604,-2.456865,1.408513,-1.303613,-7.33954,-4.314867,-0.406128,-5.437977,-6.043473,-2.37551,-0.704167,-2.264452,-2.358062,-0.061013,6.890853,0.775602,-5.412362,0.015698,1.527467,-1.905692,2074.688232,830.646545,-2503.483398,1641.062622,-5.724831,-2.949858,-2.840508,-3.513432
stress18,L2,F0,280_400,0.264217,1.27124,0.187331,0.820424,-0.155437,-1.372451,0.030318,-1.614266,1.18048,2.664189,-0.38708,0.946121,1.842989,3.034489,0.220897,1.271262,1.818714,1.524958,0.121318,1.09659,2.4364,-1.23421,1.426117,-1.689164,2.531504,-1.135148,1.059532,-1.018818,2.328279,1.977368,0.669091,1.419851,-0.173102,3.714359,0.315766,5.327035,1.684842,-0.168803,0.851663,-0.721334,2.894305,-2.229846,1.332425,-2.678557,3.603479,-2.254838,1.347743,-2.773036,3.925407,-0.938095,0.285614,-2.340042,2.984639,1.265222,2.963396,1.709888,3.57195,1.178515,0.987089,-0.432446,3.401625,-0.277034,0.085052,-0.006822,1.702065,-1.73184,0.631267,-0.686017,3.216747,-3.636711,-0.304659,-3.188224,-0.721082,-2.503384,0.948175,-0.887562,-2.682961,0.276426,-0.547149,2.806586,0.837569,-3.650803,-0.466822,-2.303639,2.568671,-4.505185,-0.701635,-2.898894,3.357394,-1.953885,1.869735,-2.531946,1.844564,-4.543242,-0.218238,-3.723289,1.14576,-0.948416,-1.620364,-4.260039,-1.042973,1.700545,-0.161547,-2.198578,-0.389751,-1.537092,0.096978,-3.823701,0.232541,-1.608241,0.969298,-5.767159,0.438959,-0.363776,0.170153,-2.893237,-1.200658,0.685074,-1.987484,-4.957181,-1.061861,1.161826,-0.323231,-2.662288,1670.015747,641.838684,-2533.855957,1698.758301,0.952021,-1.330261,0.077127,-2.711206
stress19,L2,F0,280_400,-0.446888,1.780362,-1.173416,1.536177,-0.074695,-0.55423,-1.438589,2.850298,-0.679071,1.082809,-1.537494,2.955096,1.002509,0.850261,-0.677948,0.704342,-0.379285,0.560917,-0.19588,2.443198,-0.576722,-0.916269,-0.166681,3.103207,-0.116525,0.426284,0.92118,1.923194,0.494047,0.222087,0.854525,1.0956649999999999,0.57447,2.215814,1.55204,-2.860863,0.256543,0.71661,2.5194,0.834123,-0.626622,-1.916564,2.003387,-0.641417,0.108717,-3.053881,1.699364,-2.993499,0.600846,-0.028541,3.711193,-1.854876,-1.048937,0.927304,3.568432,-0.438158,0.733629,-0.439314,3.614302,-1.074467,-0.925732,-0.326157,2.879833,-3.198198,-0.11457,-0.97299,2.812398,-4.087049,-1.050992,-2.480624,2.616404,-4.434859,-0.715031,-1.289332,2.450551,-4.455221,0.446827,2.077264,2.141693,-4.733388,-1.28375,-2.617396,1.104115,-3.351011,-0.534575,-4.041914,2.140528,-2.092569,-0.486197,-2.75161,1.132201,0.699025,-0.177715,-2.544214,1.223718,-0.932185,0.076077,-2.304517,1.337715,-1.819144,1.524253,-1.4033,0.841515,-2.316776,-0.254676,-1.607756,0.442904,0.058738,-1.429718,-1.463698,0.631207,1.012654,-1.112402,-0.89526,0.528215,1.497325,-0.331208,-1.261721,1.252392,0.531424,-0.465051,1.290486,-1.23607,0.15245,-751.524658,1012.03125,-2553.551758,1554.705078,-0.34043,-1.431025,-1.231242,2.531417
stress2,L1,F0,280_400,4.804551,0.966233,1.899693,0.39648,4.6541,0.675539,1.677331,1.741794,2.683342,1.403537,0.187752,1.772862,1.322119,0.517986,-1.724112,0.488455,2.523787,0.509425,-0.353994,0.973842,3.565372,0.003119,2.523215,-0.155852,0.826809,0.684677,-0.678109,-0.590225,0.828131,-0.157219,-1.69336,-0.356584,-5.14968,-0.003838,-4.181785,0.113848,-1.285364,1.202459,-1.861052,-1.264536,0.47266,-6.41502,-0.594388,-2.553571,-1.50427,-0.333921,-1.826986,-1.638349,-1.876546,0.579144,-2.039592,-1.479897,0.399431,-0.703207,-3.843527,-0.749643,-2.549103,0.935729,-2.453559,-1.159279,-2.85817,0.38745,-3.195501,-3.231139,-3.67059,0.308839,-3.455703,-2.292872,-2.864218,0.14763,-1.554626,-0.680182,-3.284068,0.017504,-0.705411,-1.71624,-4.947013,1.296969,-3.030149,-3.6374050000000002,-2.969698,-1.126823,-0.399931,-1.157973,-1.732656,-0.113895,0.139525,-0.290152,0.729738,-0.839868,0.229857,-0.880088,-0.21557,-0.631741,0.719919,-0.304671,-1.532441,-1.731907,0.183286,-2.026098,1.617564,0.231671,0.029446,0.786965,0.404082,-1.242702,0.489711,0.245119,2.477345,-0.933883,1.627651,1.012663,1.867005,1.333047,1.72587,0.449948,3.881852,-0.765336,1.673337,1.144994,4.460541,1.340471,2.043601,0.335943,1176.495361,831.423157,-2768.743652,1946.115234,3.365565,-0.431043,2.403979,1.174519
stress2,L2,F0,280_400,-3.849035,-0.508766,1.071053,0.479015,-4.022954,-3.877737,-2.761947,-1.308896,-4.814837,1.564865,-0.145187,-3.467912,-5.099715,1.122544,2.15282,-0.021314,-4.189459,-1.637819,-2.238629,-3.089551,-3.192605,-3.996483,-2.037291,-3.20975,-1.639616,-2.560566,-2.1507,-4.226973,-4.224082,-1.702552,0.307188,-2.031587,5.232476,5.219585,3.863306,5.414633,0.033134,-1.494667,-1.674611,-1.084925,2.025445,-4.458772,-0.868892,-5.298722,5.620785,-3.813689,-0.460672,-4.840727,3.255586,-3.126129,0.635232,-1.388734,3.490317,1.232103,0.523462,2.939909,8.767908,2.121887,2.719045,3.084742,9.346308,2.277412,3.980946,2.323745,10.334876,2.228042,3.303057,1.502187,5.50368,-2.368927,-0.179873,-3.917464,5.270485,2.11791,3.895925,0.914756,6.942228,6.082229,8.697659,4.561399,0.583231,-1.745541,0.568066,-3.873737,1.73159,-4.145925,-1.212252,-6.261791,-0.796915,-3.910327,-0.036931,-7.116574,-2.670846,-3.647134,-0.974706,-7.349094,-1.62551,-1.103185,2.710377,-2.401271,-2.78995,-0.167981,1.70543,-1.47826,-5.328237,-1.845453,-1.031139,-7.831305,-4.84022,-3.479232,-2.177325,-6.969404,-2.915434,-2.541028,-4.292033,-7.429328,-4.359763,-4.654006,0.226175,-6.48878,-3.675153,0.072981,1.361811,-4.081698,1221.513428,1078.508545,-2513.942871,2131.151367,-4.058235,-3.76727,-4.186987,-3.325345
