Participant_ID,L1_L2,area,time_period,Fp1-Average_suffix_stressed_mismatch,Fp1-Average_suffix_stressed_match,Fp1-Average_suffix_unstressed_mismatch,Fp1-Average_suffix_unstressed_match,F3-Average_suffix_stressed_mismatch,F3-Average_suffix_stressed_match,F3-Average_suffix_unstressed_mismatch,F3-Average_suffix_unstressed_match,F7-Average_suffix_stressed_mismatch,F7-Average_suffix_stressed_match,F7-Average_suffix_unstressed_mismatch,F7-Average_suffix_unstressed_match,FT9-Average_suffix_stressed_mismatch,FT9-Average_suffix_stressed_match,FT9-Average_suffix_unstressed_mismatch,FT9-Average_suffix_unstressed_match,FC5-Average_suffix_stressed_mismatch,FC5-Average_suffix_stressed_match,FC5-Average_suffix_unstressed_mismatch,FC5-Average_suffix_unstressed_match,FC1-Average_suffix_stressed_mismatch,FC1-Average_suffix_stressed_match,FC1-Average_suffix_unstressed_mismatch,FC1-Average_suffix_unstressed_match,C3-Average_suffix_stressed_mismatch,C3-Average_suffix_stressed_match,C3-Average_suffix_unstressed_mismatch,C3-Average_suffix_unstressed_match,T7-Average_suffix_stressed_mismatch,T7-Average_suffix_stressed_match,T7-Average_suffix_unstressed_mismatch,T7-Average_suffix_unstressed_match,TP9-Average_suffix_stressed_mismatch,TP9-Average_suffix_stressed_match,TP9-Average_suffix_unstressed_mismatch,TP9-Average_suffix_unstressed_match,CP5-Average_suffix_stressed_mismatch,CP5-Average_suffix_stressed_match,CP5-Average_suffix_unstressed_mismatch,CP5-Average_suffix_unstressed_match,CP1-Average_suffix_stressed_mismatch,CP1-Average_suffix_stressed_match,CP1-Average_suffix_unstressed_mismatch,CP1-Average_suffix_unstressed_match,Pz-Average_suffix_stressed_mismatch,Pz-Average_suffix_stressed_match,Pz-Average_suffix_unstressed_mismatch,Pz-Average_suffix_unstressed_match,P3-Average_suffix_stressed_mismatch,P3-Average_suffix_stressed_match,P3-Average_suffix_unstressed_mismatch,P3-Average_suffix_unstressed_match,P7-Average_suffix_stressed_mismatch,P7-Average_suffix_stressed_match,P7-Average_suffix_unstressed_mismatch,P7-Average_suffix_unstressed_match,O1-Average_suffix_stressed_mismatch,O1-Average_suffix_stressed_match,O1-Average_suffix_unstressed_mismatch,O1-Average_suffix_unstressed_match,Oz-Average_suffix_stressed_mismatch,Oz-Average_suffix_stressed_match,Oz-Average_suffix_unstressed_mismatch,Oz-Average_suffix_unstressed_match,O2-Average_suffix_stressed_mismatch,O2-Average_suffix_stressed_match,O2-Average_suffix_unstressed_mismatch,O2-Average_suffix_unstressed_match,P4-Average_suffix_stressed_mismatch,P4-Average_suffix_stressed_match,P4-Average_suffix_unstressed_mismatch,P4-Average_suffix_unstressed_match,P8-Average_suffix_stressed_mismatch,P8-Average_suffix_stressed_match,P8-Average_suffix_unstressed_mismatch,P8-Average_suffix_unstressed_match,TP10-Average_suffix_stressed_mismatch,TP10-Average_suffix_stressed_match,TP10-Average_suffix_unstressed_mismatch,TP10-Average_suffix_unstressed_match,CP6-Average_suffix_stressed_mismatch,CP6-Average_suffix_stressed_match,CP6-Average_suffix_unstressed_mismatch,CP6-Average_suffix_unstressed_match,CP2-Average_suffix_stressed_mismatch,CP2-Average_suffix_stressed_match,CP2-Average_suffix_unstressed_mismatch,CP2-Average_suffix_unstressed_match,Cz-Average_suffix_stressed_mismatch,Cz-Average_suffix_stressed_match,Cz-Average_suffix_unstressed_mismatch,Cz-Average_suffix_unstressed_match,C4-Average_suffix_stressed_mismatch,C4-Average_suffix_stressed_match,C4-Average_suffix_unstressed_mismatch,C4-Average_suffix_unstressed_match,T8-Average_suffix_stressed_mismatch,T8-Average_suffix_stressed_match,T8-Average_suffix_unstressed_mismatch,T8-Average_suffix_unstressed_match,FT10-Average_suffix_stressed_mismatch,FT10-Average_suffix_stressed_match,FT10-Average_suffix_unstressed_mismatch,FT10-Average_suffix_unstressed_match,FC6-Average_suffix_stressed_mismatch,FC6-Average_suffix_stressed_match,FC6-Average_suffix_unstressed_mismatch,FC6-Average_suffix_unstressed_match,FC2-Average_suffix_stressed_mismatch,FC2-Average_suffix_stressed_match,FC2-Average_suffix_unstressed_mismatch,FC2-Average_suffix_unstressed_match,F4-Average_suffix_stressed_mismatch,F4-Average_suffix_stressed_match,F4-Average_suffix_unstressed_mismatch,F4-Average_suffix_unstressed_match,F8-Average_suffix_stressed_mismatch,F8-Average_suffix_stressed_match,F8-Average_suffix_unstressed_mismatch,F8-Average_suffix_unstressed_match,Fp2-Average_suffix_stressed_mismatch,Fp2-Average_suffix_stressed_match,Fp2-Average_suffix_unstressed_mismatch,Fp2-Average_suffix_unstressed_match,Audio-Average_suffix_stressed_mismatch,Audio-Average_suffix_stressed_match,Audio-Average_suffix_unstressed_mismatch,Audio-Average_suffix_unstressed_match,Fz-Average_suffix_stressed_mismatch,Fz-Average_suffix_stressed_match,Fz-Average_suffix_unstressed_mismatch,Fz-Average_suffix_unstressed_match
stress4,L1,suffix,415_550,0.176696,2.838234,5.994508,3.0437,0.090815,5.070101,2.780188,2.276982,5.027806,2.801568,3.928656,-0.299738,7.676552,1.940593,1.609697,0.093248,-0.491137,6.789854,0.195372,2.162604,-0.950706,3.22362,-1.17103,1.659268,-2.880679,2.789797,-2.032913,0.780073,3.881529,0.842246,0.783305,1.102409,0.141406,-4.128931,2.263085,-4.381034,-1.979117,2.282465,0.649462,1.446365,-3.631805,0.302601,-1.864109,1.809363,-3.339152,-1.3056,-1.403687,1.343153,-3.222103,0.380137,-0.060377,1.649276,-4.144033,1.83438,2.351996,-1.651205,-3.135677,-3.119495,6.067577,-2.356653,-3.196975,-3.134302,6.186551,-2.360436,-2.291069,-6.831732,-0.681957,-6.809995,-4.598808,-1.151042,-2.222463,0.438423,-6.111585,-1.587385,1.855191,-2.518263,4.204244,-7.011755,-0.015712,-4.556335,-7.447824,-0.964168,0.76412,-2.826088,-3.342076,-0.634294,-2.758346,2.242487,-2.192524,0.228459,-1.87602,0.965617,-4.278577,0.59779,-2.022552,2.201094,7.683485,-1.411052,-2.363158,-1.129634,7.893122,-4.671156,3.02672,-0.927542,-0.095113,-1.335215,2.258769,0.85364,-0.842709,3.177306,-0.630308,1.971098,-3.130383,0.500066,7.02436,5.701309,-2.242795,3.618675,5.239013,4.079335,1.199714,3.353222,6.422459,1.680346,2282.705322,1673.01001,1583.477173,568.090515,-1.448552,3.713567,-0.749126,2.979121
stress4,L2,suffix,415_550,-0.421201,-2.174013,-1.464749,0.468165,0.54205,-1.448484,-3.443356,-2.558839,1.875392,-1.170097,-1.880374,0.94141300000000006,2.858225,-0.602865,-1.370868,1.720221,0.032455,-1.985405,-2.984824,-1.23106,-0.929678,1.788529,-3.855566,-3.536264,-0.507861,1.222676,-3.791686,0.146242,1.434158,-2.708888,-3.220519,-1.190374,5.211184,0.790021,3.137641,3.449483,0.586735,0.451879,-3.932205,-0.897076,-1.991821,-0.54168,-1.874233,0.399961,-0.938983,-0.253838,-2.186575,0.706642,-0.362118,1.311047,-3.784646,-0.153996,1.036552,0.340572,-2.810365,-0.756169,0.359045,1.258351,-2.655133,-0.077385,-0.733046,0.278033,-1.548413,-0.368008,-0.861961,0.355184,-2.067901,0.273713,-2.846225,0.375713,-5.575056,0.335484,0.222999,1.249515,-2.47963,0.512533,6.702215,2.952189,0.766601,2.541038,-0.452035,0.313496,-2.540293,0.233871,-4.036297,-0.917425,-1.014328,0.303761,-4.190561,-1.339836,0.190419,-0.028847,-2.920252,0.066266,-2.326829,-0.614201,4.762084,1.226957,-0.755602,-1.298945,2.402764,0.380274,3.997968,0.775832,-0.71085,1.069093,-1.884151,-1.172554,-4.991984,0.733445,0.616736,-0.752048,-5.024683,2.016425,-3.078492,-0.562163,1.974397,0.509933,-1.507491,-1.25122,1.590257,-2.990905,-3.542265,1.802081,1856.749756,826.878601,642.265015,-136.196609,-3.971132,-1.247404,-1.301415,-1.996841
stress5,L2,suffix,415_550,6.234131,-20.756151,-26.021549,4.003919,-0.155179,1.501963,3.005734,0.215317,3.690932,5.69518,5.459887,2.074449,2.785875,4.911786,2.712276,2.714025,1.387876,2.54057,2.72107,0.038675,-0.04925,-0.046116,2.444286,-1.122401,0.983397,-0.412764,1.281197,-1.445116,3.090852,3.489876,3.110431,1.662456,4.255393,1.530987,-2.902425,2.926699,1.389096,-0.331132,-0.208572,-1.765096,-0.154996,-1.635022,-1.227109,-3.155165,-2.776574,-3.737304,-3.114211,-5.053627,-0.977962,-2.501201,-1.862517,-4.332335,0.638399,1.434819,-1.824482,-4.025425,-1.760224,-2.653204,-3.176023,-6.009652,-4.514987,-3.935999,-3.188071,-5.824296,-3.132326,-3.287049,-3.152707,-5.373245,-2.910048,-4.352327,-3.138843,-4.16186,-3.435856,-3.073552,-2.323539,-2.238605,-0.512453,-3.348686,-2.402147,1.032956,-1.515556,-3.453827,-2.750207,-2.799115,-1.562311,-2.247724,-1.186414,-3.336587,-0.173709,-0.035909,2.036312,-1.312216,-1.898022,-3.064288,-0.380077,-2.462559,1.140186,-1.014467,-1.325966,-1.872055,0.195864,1.862462,1.256209,-0.526101,-2.312917,-0.748627,-2.486434,-2.769753,-0.724349,-0.840647,0.603142,-0.894917,-1.873119,-0.178943,-0.248927,-2.023742,-1.085307,0.10461,-1.877754,-1.560313,4.655687,-0.690221,-6.297553,1.489171,2003.910889,1081.331055,802.923645,-378.741119,-1.247647,0.605898,1.76819,-1.319885
stress6,L2,suffix,415_550,-0.701062,2.082031,2.085211,-6.409292,1.487733,-1.34122,2.2122830000000002,-7.930098,0.981964,-2.437147,0.86293,-2.243609,1.338502,-0.997538,2.046775,1.832429,0.994281,-0.057618,0.677398,-3.473761,0.699335,0.933465,2.361145,-6.740601,1.766419,3.199366,0.851499,-3.448829,1.857081,0.697876,-0.623094,0.986104,2.338948,-0.356171,-2.772168,13.299599,2.084726,3.015022,-0.377306,-0.010462,0.968911,2.561148,0.358074,-2.797667,0.187902,1.754262,0.072468,-1.134692,0.834687,2.30172,0.021474,0.291884,1.01147,1.55384,-0.495606,4.310845,-1.066683,-1.463587,-1.761106,3.238008,-1.5158,-0.565179,-2.744756,2.204085,-0.670493,-0.345538,-3.093686,0.132447,-0.018901,0.97138,-1.440001,-2.0654,-1.179213,1.240135,-3.884749,0.407324,-0.591862,-0.351696,-7.690969,10.909635,-0.525363,2.167943,-1.84944,-2.847631,-0.165521,2.061305,0.031428,-3.967318,-0.447453,1.996678,1.878699,-4.875145,-0.865124,1.486493,1.424666,-5.462516,-0.814864,2.317218,-1.428453,-1.243203,-0.07527,1.676706,-1.050732,-0.865013,-0.761657,1.744561,0.017228,-5.17026,-1.268059,1.994569,2.921072,-7.509953,-1.462272,0.729144,1.903543,-8.46303,-0.284352,0.232297,-0.442334,-3.215895,-3.407393,-0.079397,-0.910776,-7.182491,-1231.841064,154.335205,287.325867,-726.819641,-0.582362,0.235956,3.487713,-8.069744
stress7,L2,suffix,415_550,0.132508,-11.531995,-0.124889,-9.575624,-3.055382,-6.151922,-6.72283,-7.519009,2.36599,14.578044,-3.343607,1.000955,1.214617,-11.628913,11.815676,-4.751822,3.272624,13.199283,-14.239106,1.842457,-1.793718,-5.095262,-4.618875,-5.393403,-1.843245,-4.941331,-6.237446,-4.4186,4.236627,16.669136,-3.857836,5.294437,4.949893,6.438176,6.480642,8.000145,-0.545734,-2.110774,-2.354686,-3.49357,0.629303,-2.693312,-4.116858,-1.977018,1.321591,-3.232585,-3.030119,-2.099121,1.59313,-1.599623,-2.523432,-1.627109,1.564485,-1.458658,1.378363,-0.345507,1.4833,-2.450518,0.275079,-1.676319,0.975635,-2.403082,-0.679454,-1.416721,0.542723,-2.840261,-0.803462,-2.145216,0.927314,-4.720656,-3.1426,-2.395711,-0.424071,-3.135042,-0.806669,-1.280769,2.120211,13.4468,6.030316,8.727047,-0.859101,-4.947086,-5.553548,-5.493609,0.617921,-4.620432,-4.427947,-3.06139,0.334666,-3.851436,-3.066934,-3.211566,-2.644353,-7.946931,-7.07789,-7.554461,-0.383784,22.144815,-9.352374,9.212083,0.428366,-9.868168,6.514243,-6.211465,-3.305276,8.243969,-15.090507,-2.115673,-0.340208,-5.957278,-1.666949,-5.331969,-3.400921,-6.449534,-6.918265,-6.769166,-0.778037,7.23752,-8.641602,1.177029,-0.306888,-12.355767,-2.166955,-6.976088,-1101.716309,-140.98201,174.414444,-954.879395,-2.356702,-6.62833,-4.17032,-5.575735
stress8,L2,suffix,415_550,-12.61713,-1.61412,0.385322,-0.337269,-7.075955,-1.419492,-0.519617,0.102123,-12.378772,-0.643326,3.264859,5.630617,-2.728527,2.700697,2.659839,-0.350808,-4.372199,-1.388244,2.962843,-0.127556,-3.056008,-1.770748,-1.562134,1.45076,-2.202658,1.485827,-2.18394,0.301219,-1.633591,-1.129311,-0.819677,-0.024338,5.770941,3.444788,0.76304399999999994,-2.543313,-0.350756,-0.5127,-0.140328,-1.448367,-1.649074,2.092319,-0.89183,-0.788042,0.263675,0.221241,-0.634576,-0.873999,0.994417,0.343739,-0.469607,-0.257746,1.256514,0.586894,0.7204,-0.465084,2.289976,0.510644,1.219316,-1.39232,3.021245,0.399539,-0.694206,-3.020533,2.676063,-0.918906,2.276,-0.8479,0.09127,-2.379151,-0.132063,-1.404565,2.335464,-1.952152,0.588295,0.502046,9.82688,0.154101,5.063678,1.800451,-0.157897,-1.507792,-1.089681,-1.541867,-0.491444,-1.299787,-2.106666,-0.957408,-1.720819,-1.984388,-1.861517,0.617901,-0.350074,-2.312288,-0.780071,-0.240099,2.569014,-1.792017,0.481266,0.200427,7.368905,4.996157,3.275352,3.796888,2.098726,-0.951421,0.56303,0.10986,-3.137889,-2.346897,-3.616508,0.554186,-3.937767,0.429985,0.412418,-0.488739,4.505661,-0.085978,3.026036,2.680621,-8.370366,-3.303255,-1.205341,1.327126,-642.144348,154.022964,161.566223,-668.084229,-5.199274,-1.199634,-1.942241,0.247621
stress9,L2,suffix,415_550,2.724393,-3.205273,4.379119,-0.847336,3.482836,-0.578761,2.202571,2.255148,2.051294,-0.836182,4.519187,0.466911,1.215179,0.650603,3.742765,0.684728,1.029536,0.792135,1.125617,1.222977,4.709644,0.92461,2.297744,4.924933,3.900712,2.81472,2.187113,4.022018,1.245232,0.244116,2.948672,-0.088156,-1.893029,-4.211996,5.856072,-2.101033,2.134446,1.87742,2.698322,3.243329,3.860104,2.327368,3.848994,6.332963,1.938873,1.271238,1.891108,6.250419,3.030163,1.72359,3.253618,5.021029,0.905768,1.174442,4.442051,2.302212,-0.276588,1.495404,2.193857,4.610835,0.163369,0.77172,-2.026368,4.834227,-1.466313,0.237063,-0.787448,3.637879,-0.369543,2.665437,-1.00297,2.980718,-1.880818,1.229439,-2.525071,0.273374,-3.271374,-8.973218,2.098084,-4.829731,0.059207,0.995738,-2.435168,-0.698431,2.389932,0.55309,2.912183,3.586516,5.025339,1.823122,3.977534,6.158713,2.082564,1.285372,-0.151925,1.353557,-1.733727,-0.655161,-3.855033,-4.97952,-1.505355,-1.219519,-1.420967,-6.268304,1.31697,0.725807,-2.36555,-5.494544,3.926698,0.045664,2.651397,2.1405,2.931714,-0.402458,1.558551,-3.199925,-0.029197,0.091095,0.068614,-5.214489,2.165787,-0.257574,2.644607,1.934083,-1026.55957,274.019867,287.427917,-838.565918,1.721467,4.395072,-2.651387,2.310254
stress1,L1,suffix,550_680,-3.53659,13.326999,2.698477,-4.746423,-4.410237,9.692927,2.800985,3.359388,-4.768046,5.853181,0.300022,-16.649906,1.973547,5.985878,-6.362444,-7.006917,-1.825739,7.483188,2.184984,4.250694,-3.725556,4.777139,5.050253,5.678258,-3.346081,8.779399,2.78178,4.161928,0.016116,7.656934,-11.481624,-1.750764,3.759886,-12.079628,4.275368,-0.322604,-2.965375,14.479277,-2.017923,-0.554975,-2.142226,5.450258,6.162641,4.593226,-2.074361,6.760171,6.360507,2.760116,-1.322534,6.977196,4.308438,5.349826,1.316573,13.081349,1.270134,-6.65622,-0.093422,7.344175,9.313106,1.607643,-3.592793,4.755729,2.681932,-0.202694,-2.419446,4.687611,0.045594,-3.470249,-1.493885,7.264517,8.922416,3.017954,-0.57338,6.880384,-0.520717,-3.02,9.338367,-18.136129,-10.797713,-5.33955,-2.515617,12.410279,-2.543492,-3.641033,-2.034693,6.48003,4.474844,4.94506,-4.729782,6.099301,5.991664,4.220304,-2.919071,7.928226,6.074152,5.637456,-3.858376,10.369776,-13.809679,-6.739475,-4.378015,22.332195,-7.996948,-4.98147,-4.655868,17.040018,-2.543048,-5.244061,-3.972706,7.458796,3.471777,3.323331,-5.050088,15.215935,1.753635,1.391681,1.045995,19.541962,-45.38517,-28.410713,-7.143074,8.97738,-3.509134,-3.345473,1544.174805,114.33197,750.068481,1684.543945,-4.366083,10.071916,2.174113,1.887383
stress1,L2,suffix,550_680,5.037858,-4.223219,1.647029,-0.970006,2.141902,-3.178974,3.50972,-0.788538,2.800158,-3.559813,1.856091,-0.984334,1.866328,-0.750847,0.478364,0.03584,1.433543,-3.377589,2.338915,-0.461033,0.825671,-3.654276,5.145759,-0.430388,-0.224,-2.500356,5.064786,0.809864,0.635454,-1.096902,-0.190332,-0.389326,0.052393,5.799034,-5.533699,0.21923,1.420907,-0.804713,3.955187,0.863435,-0.913215,-3.132052,4.703346,-0.531514,-1.703177,-2.756302,4.022075,-2.29643,1.055186,-1.735013,3.555875,-0.140883,3.757566,1.662447,1.142978,1.799447,0.251106,-0.189894,1.13857,1.204352,0.103687,-0.858408,2.220294,0.536301,-1.043592,-3.204739,0.849254,1.0172620000000001,-4.121223,-3.976859,1.615497,0.397512,-3.634434,-3.614863,0.211079,-0.175411,-3.651803,2.375714,-5.071509,-0.358564,-4.706517,-3.655717,-0.803876,0.009973,-3.793281,-3.811641,3.021448,-0.790316,-1.057875,-4.338415,5.39977,1.234936,-2.191517,-3.055587,1.370405,0.421907,-4.97931,-1.52112,-0.961956,-1.329411,-4.83084,0.989561,-1.671691,-1.435921,-2.350063,-1.524115,0.630625,-1.145215,-1.03532,-3.411711,3.617977,3.757454,0.705847,-2.568708,3.097924,-0.290468,-2.561948,0.669823,-0.806378,-1.032858,4.657988,-2.22071,1.201914,-0.990836,1775.362061,905.532959,1189.806152,1278.034668,1.199803,-2.724916,3.535071,0.046445
stress10,L2,suffix,550_680,-7.941738,6.074817,7.956547,-4.34266,-5.59284,0.067686,-2.900598,-6.188064,-3.469981,3.078043,-16.157251,-10.77658,0.23108,1.91099,-12.926874,-4.341758,-4.519182,1.239007,-8.891877,-5.688,-4.383767,-1.211825,-0.048255,-5.010028,-0.820855,1.567858,-1.957603,-1.719189,-1.396022,2.99214,-8.012046,-2.30413,8.808788,4.399086,-6.457949,2.728763,1.86146,3.672172,-3.009142,1.605157,-0.107046,0.883955,0.128032,0.01344,2.833037,0.098851,1.46851,1.984437,3.565271,3.187823,0.459973,2.661449,5.379999,2.661986,-2.430419,1.541504,8.808664,3.331039,-2.413748,0.393733,8.389037,-0.154383,-2.033698,2.23656,7.070221,-0.86271,-0.143121,1.921474,3.959781,1.675804,0.449926,1.738522,6.517698,-0.610898,1.14777,1.890771,9.940579,-0.74493,1.168111,5.27209,2.857724,-0.937249,2.969491,2.426808,1.769005,-1.071694,2.102472,0.944385,-1.592858,-0.97613,2.28481,-1.684649,1.837231,-0.915611,3.963508,1.402316,2.157515,-2.335784,3.748825,5.709219,2.371835,-5.292007,6.612232,7.802809,-0.748152,-3.142987,7.056528,5.622083,-2.809847,-1.964181,2.892007,-1.051074,-2.406037,-2.341737,7.182567,0.623661,-0.004943,-6.219584,13.79288,9.965088,-6.892038,3.250761,8.332661,1.131338,-218.206207,-495.274506,1011.008789,1094.322388,-6.24979,-1.218051,1.763279,-2.66695
stress11,L2,suffix,550_680,14.341816,-6.717343,-14.590173,2.337005,-10.130388,-4.481311,-4.598148,-4.86222,-40.555077,-29.089041,-16.536741,-38.570068,-36.75124,-16.60956,-8.115218,-29.849497,-17.526705,-9.259921,-5.201191,-14.072993,-0.438422,-0.201944,-1.341062,3.78574,-4.203223,-1.990775,-2.293027,-0.338842,-20.007421,-9.308217,-6.279471,-16.964212,-26.299646,-9.332229,1.548949,-23.166233,-8.951359,-3.41526,0.160606,-4.721661,2.833813,2.047682,-0.35999,2.9242340000000002,3.479793,4.473377,-0.758565,4.7812,1.347992,-1.053307,1.36251,3.617462,-8.518964,-4.482955,0.488222,-3.429478,1.816461,3.58224,5.418971,0.666998,1.320525,2.648862,3.389596,2.131769,5.721231,3.395772,5.65287,4.974019,7.762296,3.174856,-0.412199,10.448938,11.062887,6.9066,3.55629,8.850266,2.64981,1.620373,4.047906,-5.438056,12.139594,7.598863,2.900593,11.758448,8.284442,5.414746,0.083849,8.712761,5.744446,3.24788,-1.320937,6.306304,12.075609,6.282507,-0.141216,10.797447,15.65291,6.862231,1.884086,14.672029,34.222012,15.775207,8.265712,29.118444,27.604603,13.784358,6.620839,24.642616,8.024479,3.981139,-1.392578,10.506338,28.078199,10.27941,-0.461205,22.873966,52.477051,22.175537,13.088329,46.859753,42.648834,-20.761402,-12.28786,22.482689,-312.809174,-454.541443,567.170959,987.022522,7.883279,2.570621,-1.865618,9.534764
stress12,L2,suffix,550_680,0.783771,-2.910538,-0.383303,-0.154104,3.155944,-3.72937,2.090713,1.452458,0.367625,0.671112,0.542978,2.646063,3.016885,1.470312,-7.230197,1.719036,3.147869,-1.281687,0.640438,3.035257,4.351277,-3.460163,3.004961,1.133658,6.247451,-1.442765,4.21249,1.897382,2.118335,3.258693,2.020113,5.253181,-4.794341,10.098646,-0.261816,-2.162397,2.545228,3.866049,4.624187,2.791698,6.130513,-0.487873,5.816293,2.365556,5.501529,-0.767999,6.432964,-0.766962,7.050855,3.29021,5.757115,1.8996170000000001,3.299628,3.913738,1.621741,2.114744,2.032501,5.846615,5.254842,-1.668307,1.844368,1.429234,1.874034,-0.918847,0.794904,0.492426,0.723776,0.088653,2.982542,-2.136032,4.119503,-2.645067,-1.381709,-2.75556,0.357055,0.60016,-5.282276,5.846864,-3.360687,1.716906,0.100509,-2.92732,1.292786,-0.990423,4.392286,-3.54524,6.196747,-0.724392,5.84278,-2.153129,5.10074,0.601302,2.591203,-1.919715,2.421828,-1.894638,1.828574,-3.190094,0.26663,0.54077,-1.249051,1.607826,-3.555654,-3.538892,0.73213,-2.515168,-0.737012,-1.18736,3.727383,-5.039153,2.716245,-0.548342,1.297484,2.632168,1.247402,-2.285182,3.006092,-7.521818,0.503728,0.108342,2.214017,-2.926698,-0.911577,-1.309396,588.474854,-485.204163,613.651184,1379.965454,3.358872,-5.315172,1.2075,0.148498
stress13,L2,suffix,550_680,-1.647379,-3.137423,-2.450509,-1.155903,-1.993562,-2.840086,0.840043,0.839853,-8.962311,-2.461137,-2.622297,2.222425,-2.329192,-2.20309,-3.53805,-1.78589,-1.311165,-2.773583,-1.140009,0.852354,-3.221231,-4.24432,2.390136,-0.532002,-2.549388,-1.542146,2.54704,1.216308,-3.324502,-1.28633,-1.441685,0.65334,2.746787,10.186955,-5.327598,2.731224,-1.373149,2.688437,0.762423,1.565268,-3.055452,0.228017,1.181813,1.772564,-2.762565,0.601997,0.099768,0.189866,-0.920079,2.235878,1.111204,2.168234,2.303834,5.838125,0.496172,1.184845,2.12184,4.344445,-0.57861,3.585865,0.723786,1.782368,-2.597944,2.628789,1.346989,2.221598,-2.336607,3.87548,-1.758024,-0.387334,-2.184056,0.022406,0.749213,3.718416,-1.438677,1.937041,1.671542,8.559417,-0.459124,1.733817,-1.366928,-2.638204,-1.427093,2.044906,-3.213775,0.07737,0.179599,1.086285,-4.449996,-2.526329,2.264653,-0.309068,-3.619225,-2.429996,-0.595198,-0.881227,-0.800055,-2.874893,-1.411722,-0.492017,-0.504983,0.143019,0.833043,-2.456323,-2.080202,-3.8246000000000002,0.877861,-1.668544,-3.804441,-5.83978,4.380493,0.622318,1.529946,-1.426147,0.50784,-2.49838,0.440782,-3.2293790000000002,6.085175,-3.802892,-0.994633,-3.969486,-0.621227,-1.370855,-235.736847,-446.687805,1059.699097,1162.333984,-1.472777,-6.24879,1.928907,-1.488347
stress14,L2,suffix,550_680,-3.377351,1.110258,-0.561462,2.551864,-5.85271,1.601111,-0.999616,3.71549,-11.170144,-4.735705,-1.870318,10.832171,-8.119357,-6.7084530000000004,-0.567044,8.929829,-6.942974,-2.319088,-2.320913,4.582057,-2.041312,4.612146,1.115928,0.732213,-1.794696,-0.391734,0.173984,3.079811,-5.881941,-4.188826,-0.603093,3.696968,-1.893902,-7.493477,2.655349,4.706732,-0.67401,-2.818093,-0.718102,2.193267,1.456991,0.598314,0.898885,1.16813,2.308491,0.998733,2.881941,0.883594,2.079673,-0.805811,2.228098,2.271851,0.025186,-2.523462,-0.190517,1.16457,1.146127,-2.335896,1.640893,2.067007,0.344698,-1.489981,0.810026,1.629205,1.152293,-2.057733,-2.513777,2.26838,0.879587,0.840366,0.369553,0.054412,1.211931,-1.798535,0.107178,-0.861732,4.146701,-7.332087,0.562762,-0.873699,2.290558,0.86485,-1.787408,-1.785359,0.834198,1.236727,1.041968,0.81241,0.985024,2.124219,2.054733,1.019453,0.837432,3.834818,3.118638,-1.113276,1.545681,-1.251338,-0.162393,-1.609376,2.758929,0.37488,3.047841,-1.742832,1.362115,3.82106,2.820179,-2.813433,-0.379669,4.406116,0.987444,-0.856128,-0.139356,4.817379,2.580822,-2.99421,5.14126,5.537124,3.519847,-4.029374,2.374237,4.911992,1.000389,-1.817528,-482.503662,-561.303589,785.836121,1232.537598,-0.750931,4.941855,-1.072704,-1.277677
stress15,L2,suffix,550_680,-8.942142,-0.777475,-8.757962,1.437701,-2.993416,1.142445,-3.87876,6.916014,-1.130615,4.79971,-2.906818,20.690956,2.32782,4.039586,1.863525,15.555236,-0.106539,1.937129,-3.793997,11.307325,-4.080706,2.345372,-5.809386,3.486424,-1.965712,2.691815,-6.347298,8.377319,0.631683,2.786598,-1.644425,8.066875,5.925063,-0.055715,5.134016,2.781775,0.808587,1.642834,-3.539088,5.454915,-1.173694,0.915925,-8.576704,5.6072939999999996,-0.599233,0.365578,-7.972847,3.6553,1.394269,1.635988,-5.73356,3.516036,1.790117,0.949614,-1.934721,3.017385,3.125253,2.461028,-1.355775,2.248525,3.123436,1.530349,-1.089811,2.677512,2.82474,0.401794,-1.678221,0.492925,0.334557,-0.270071,-4.288305,1.001013,1.350495,-0.732707,-1.149161,-1.884329,6.884645,-2.089915,12.300015,-5.194802,-0.642485,-1.01686,-2.857536,-3.853967,-1.584694,2.004577,-9.790792,1.817745,-3.726322,0.62452,-7.963873,2.765356,-2.679761,0.547941,-3.615715,-2.44646,0.156777,-1.851345,-1.034508,-8.668354,2.609884,-0.964752,1.852304,-11.874203,-0.808418,-0.076088,-2.346703,-8.909329,-3.734706,0.607831,-3.890812,0.043816,-3.357048,-0.719448,-2.619128,-4.213958,2.679645,0.60582,-0.755549,-14.949761,-7.941142,-4.544277,-10.107746,-3.963353,-313.657104,-559.945801,688.365112,994.497925,-4.269902,0.715211,-5.811343,0.804342
